EmployeeSnapshotID,CompanyID,PeriodID,EmployeeCount,AvgSalary
121,CMP0003,1,571,119.32
122,CMP0003,2,1234,57.28
123,CMP0003,3,1642,119.29
124,CMP0003,4,2200,92.55
125,CMP0003,5,2092,65.88
126,CMP0003,6,937,39.51
127,CMP0003,7,4780,118.53
128,CMP0003,8,1592,68.35
129,CMP0003,9,929,31.73
130,CMP0003,10,590,79.32
131,CMP0003,11,4623,100.82
132,CMP0003,12,2353,85.25
133,CMP0003,13,126,116.09
134,CMP0003,14,2541,31.89
135,CMP0003,15,1244,101.88
136,CMP0003,16,1427,68.89
137,CMP0003,17,4029,112.7
138,CMP0003,18,402,44.83
139,CMP0003,19,1066,92.0
140,CMP0003,20,7214,48.36
141,CMP0003,21,1629,116.23
142,CMP0003,22,1807,67.14
143,CMP0003,23,4572,90.88
144,CMP0003,24,4043,43.27
145,CMP0003,25,2920,40.65
146,CMP0003,26,1519,76.63
147,CMP0003,27,1825,69.32
148,CMP0003,28,2493,52.23
149,CMP0003,29,2053,77.92
150,CMP0003,30,3338,118.32
151,CMP0003,31,957,106.56
152,CMP0003,32,1453,115.11
153,CMP0003,33,6925,48.12
154,CMP0003,34,2917,99.48
155,CMP0003,35,734,48.34
156,CMP0003,36,4454,58.51
157,CMP0003,37,5651,37.51
158,CMP0003,38,2185,31.13
159,CMP0003,39,2228,72.41
160,CMP0003,40,1892,61.31
161,CMP0003,41,1876,91.77
162,CMP0003,42,151,57.36
163,CMP0003,43,5888,79.2
164,CMP0003,44,478,116.65
165,CMP0003,45,3864,57.11
166,CMP0003,46,1058,51.56
167,CMP0003,47,7394,90.23
168,CMP0003,48,5416,86.82
169,CMP0003,49,3401,87.07
170,CMP0003,50,763,55.26
171,CMP0003,51,898,113.86
172,CMP0003,52,1483,65.51
173,CMP0003,53,658,53.18
174,CMP0003,54,183,61.93
175,CMP0003,55,1970,111.22
176,CMP0003,56,462,95.63
177,CMP0003,57,5838,112.5
178,CMP0003,58,4140,61.13
179,CMP0003,59,583,118.92
180,CMP0003,60,1174,32.1
181,CMP0004,1,2763,116.5
182,CMP0004,2,1400,47.52
183,CMP0004,3,484,119.45
184,CMP0004,4,8141,94.99
185,CMP0004,5,4883,82.99
186,CMP0004,6,3435,98.81
187,CMP0004,7,3148,91.89
188,CMP0004,8,5223,104.56
189,CMP0004,9,1778,36.99
190,CMP0004,10,740,75.06
191,CMP0004,11,7368,58.93
192,CMP0004,12,3153,86.23
193,CMP0004,13,647,55.58
194,CMP0004,14,1515,30.34
195,CMP0004,15,2614,63.96
196,CMP0004,16,9364,98.49
197,CMP0004,17,4880,48.8
198,CMP0004,18,1177,91.0
199,CMP0004,19,2250,63.1
200,CMP0004,20,572,66.39
201,CMP0004,21,5424,41.3
202,CMP0004,22,67,56.98
203,CMP0004,23,3496,35.21
204,CMP0004,24,5956,43.23
205,CMP0004,25,1280,43.26
206,CMP0004,26,475,71.37
207,CMP0004,27,1809,116.46
208,CMP0004,28,2251,116.41
209,CMP0004,29,605,30.81
210,CMP0004,30,804,56.0
211,CMP0004,31,1809,89.1
212,CMP0004,32,1372,82.21
213,CMP0004,33,1537,83.2
214,CMP0004,34,905,92.43
215,CMP0004,35,3716,77.03
216,CMP0004,36,490,57.26
217,CMP0004,37,2495,37.06
218,CMP0004,38,4442,39.23
219,CMP0004,39,4712,54.67
220,CMP0004,40,3614,44.67
221,CMP0004,41,6657,79.18
222,CMP0004,42,2340,57.88
223,CMP0004,43,477,79.4
224,CMP0004,44,2317,59.92
225,CMP0004,45,362,68.88
226,CMP0004,46,4493,53.78
227,CMP0004,47,448,83.91
228,CMP0004,48,4098,107.95
229,CMP0004,49,9132,65.91
230,CMP0004,50,2822,69.1
231,CMP0004,51,828,52.35
232,CMP0004,52,2092,104.07
233,CMP0004,53,5471,54.2
234,CMP0004,54,3771,35.76
235,CMP0004,55,3907,88.97
236,CMP0004,56,1126,52.5
237,CMP0004,57,2993,114.7
238,CMP0004,58,4371,84.95
239,CMP0004,59,496,37.52
240,CMP0004,60,203,116.39
241,CMP0005,1,4247,77.93
242,CMP0005,2,762,31.63
243,CMP0005,3,6740,105.9
244,CMP0005,4,4657,48.31
245,CMP0005,5,1133,80.32
246,CMP0005,6,1051,89.55
247,CMP0005,7,3589,85.84
248,CMP0005,8,5053,44.08
249,CMP0005,9,847,92.65
250,CMP0005,10,1124,92.52
251,CMP0005,11,1261,32.8
252,CMP0005,12,2500,106.04
253,CMP0005,13,391,67.01
254,CMP0005,14,1364,33.5
255,CMP0005,15,3806,50.6
256,CMP0005,16,3142,90.73
257,CMP0005,17,4435,46.14
258,CMP0005,18,6946,78.23
259,CMP0005,19,2473,37.61
260,CMP0005,20,5686,86.04
261,CMP0005,21,4357,36.39
262,CMP0005,22,877,101.85
263,CMP0005,23,1470,107.82
264,CMP0005,24,683,73.91
265,CMP0005,25,1123,58.25
266,CMP0005,26,2616,59.54
267,CMP0005,27,2875,63.5
268,CMP0005,28,4167,42.87
269,CMP0005,29,3598,52.47
270,CMP0005,30,1087,48.68
271,CMP0005,31,1265,104.48
272,CMP0005,32,1815,44.46
273,CMP0005,33,334,97.57
274,CMP0005,34,1350,51.1
275,CMP0005,35,1321,55.35
276,CMP0005,36,9091,46.72
277,CMP0005,37,2504,111.39
278,CMP0005,38,2200,60.79
279,CMP0005,39,4182,60.96
280,CMP0005,40,6127,39.4
281,CMP0005,41,1154,45.53
282,CMP0005,42,4262,71.21
283,CMP0005,43,1048,48.82
284,CMP0005,44,1225,40.68
285,CMP0005,45,1514,67.59
286,CMP0005,46,700,52.98
287,CMP0005,47,719,45.14
288,CMP0005,48,5904,66.29
289,CMP0005,49,3374,112.36
290,CMP0005,50,2797,65.56
291,CMP0005,51,5146,91.92
292,CMP0005,52,289,65.38
293,CMP0005,53,694,34.56
294,CMP0005,54,854,78.98
295,CMP0005,55,945,103.56
296,CMP0005,56,3744,65.51
297,CMP0005,57,836,33.12
298,CMP0005,58,2978,104.35
299,CMP0005,59,6823,117.96
300,CMP0005,60,6960,48.14
301,CMP0006,1,2713,98.88
302,CMP0006,2,2299,50.36
303,CMP0006,3,2882,73.07
304,CMP0006,4,3416,89.74
305,CMP0006,5,7187,56.4
306,CMP0006,6,3820,87.03
307,CMP0006,7,2835,95.6
308,CMP0006,8,4697,64.2
309,CMP0006,9,6243,82.44
310,CMP0006,10,5951,93.06
311,CMP0006,11,2118,41.3
312,CMP0006,12,6506,103.81
313,CMP0006,13,606,71.96
314,CMP0006,14,1632,65.63
315,CMP0006,15,4267,44.57
316,CMP0006,16,5620,114.65
317,CMP0006,17,1018,79.71
318,CMP0006,18,1410,43.63
319,CMP0006,19,3713,54.94
320,CMP0006,20,1675,103.29
321,CMP0006,21,454,103.84
322,CMP0006,22,4902,84.46
323,CMP0006,23,1291,44.7
324,CMP0006,24,351,36.4
325,CMP0006,25,839,115.14
326,CMP0006,26,8110,42.83
327,CMP0006,27,1071,38.86
328,CMP0006,28,5059,113.02
329,CMP0006,29,1168,46.28
330,CMP0006,30,3838,79.37
331,CMP0006,31,4293,48.75
332,CMP0006,32,1121,96.8
333,CMP0006,33,163,53.52
334,CMP0006,34,1152,72.45
335,CMP0006,35,872,102.91
336,CMP0006,36,2217,85.39
337,CMP0006,37,151,43.84
338,CMP0006,38,2747,110.76
339,CMP0006,39,847,117.89
340,CMP0006,40,4096,48.61
341,CMP0006,41,2293,97.62
342,CMP0006,42,7469,108.79
343,CMP0006,43,1285,102.22
344,CMP0006,44,6165,52.71
345,CMP0006,45,5662,71.48
346,CMP0006,46,3910,109.77
347,CMP0006,47,104,78.98
348,CMP0006,48,3175,36.6
349,CMP0006,49,5283,76.16
350,CMP0006,50,2725,45.1
351,CMP0006,51,328,33.2
352,CMP0006,52,5119,119.0
353,CMP0006,53,4261,60.36
354,CMP0006,54,4546,59.71
355,CMP0006,55,411,103.91
356,CMP0006,56,5103,47.93
357,CMP0006,57,2449,88.1
358,CMP0006,58,517,65.3
359,CMP0006,59,8974,112.59
360,CMP0006,60,3965,41.9
361,CMP0007,1,621,39.89
362,CMP0007,2,2068,56.82
363,CMP0007,3,810,78.11
364,CMP0007,4,1222,50.43
365,CMP0007,5,6285,60.77
366,CMP0007,6,2133,90.64
367,CMP0007,7,1407,117.05
368,CMP0007,8,736,33.53
369,CMP0007,9,6029,60.75
370,CMP0007,10,5322,106.28
371,CMP0007,11,1942,90.02
372,CMP0007,12,1157,64.18
373,CMP0007,13,3610,47.78
374,CMP0007,14,6221,33.3
375,CMP0007,15,1568,73.51
376,CMP0007,16,3894,40.62
377,CMP0007,17,182,63.01
378,CMP0007,18,218,73.71
379,CMP0007,19,4029,84.29
380,CMP0007,20,831,41.82
381,CMP0007,21,1796,43.32
382,CMP0007,22,8836,37.8
383,CMP0007,23,1954,59.9
384,CMP0007,24,7007,63.95
385,CMP0007,25,6235,50.55
386,CMP0007,26,737,67.74
387,CMP0007,27,6580,94.55
388,CMP0007,28,976,79.47
389,CMP0007,29,1671,47.34
390,CMP0007,30,451,110.2
391,CMP0007,31,606,100.52
392,CMP0007,32,560,116.59
393,CMP0007,33,3311,37.43
394,CMP0007,34,1808,30.56
395,CMP0007,35,3814,45.22
396,CMP0007,36,7779,45.34
397,CMP0007,37,2301,53.48
398,CMP0007,38,438,63.48
399,CMP0007,39,688,58.89
400,CMP0007,40,1501,57.85
401,CMP0007,41,1539,83.65
402,CMP0007,42,3109,85.82
403,CMP0007,43,5444,102.01
404,CMP0007,44,433,93.14
405,CMP0007,45,587,50.26
406,CMP0007,46,4159,86.86
407,CMP0007,47,4000,39.56
408,CMP0007,48,5313,37.33
409,CMP0007,49,2411,39.6
410,CMP0007,50,6328,84.93
411,CMP0007,51,1030,92.7
412,CMP0007,52,6236,93.13
413,CMP0007,53,2578,61.98
414,CMP0007,54,3521,71.34
415,CMP0007,55,1133,103.85
416,CMP0007,56,4856,105.63
417,CMP0007,57,415,96.75
418,CMP0007,58,5750,82.09
419,CMP0007,59,829,82.18
420,CMP0007,60,483,88.13
421,CMP0008,1,1137,80.81
422,CMP0008,2,2054,57.14
423,CMP0008,3,430,45.02
424,CMP0008,4,8365,81.25
425,CMP0008,5,3738,86.76
426,CMP0008,6,1565,112.1
427,CMP0008,7,3027,83.64
428,CMP0008,8,338,117.97
429,CMP0008,9,4585,44.99
430,CMP0008,10,7280,95.87
431,CMP0008,11,1369,109.79
432,CMP0008,12,1709,75.54
433,CMP0008,13,982,94.63
434,CMP0008,14,4142,90.23
435,CMP0008,15,2407,94.68
436,CMP0008,16,1314,63.82
437,CMP0008,17,253,118.61
438,CMP0008,18,4461,110.32
439,CMP0008,19,388,31.77
440,CMP0008,20,1243,86.03
441,CMP0008,21,614,114.28
442,CMP0008,22,5678,31.53
443,CMP0008,23,6890,75.29
444,CMP0008,24,5160,52.79
445,CMP0008,25,1540,38.16
446,CMP0008,26,641,107.99
447,CMP0008,27,5864,78.21
448,CMP0008,28,1335,101.46
449,CMP0008,29,3020,79.65
450,CMP0008,30,1854,99.83
451,CMP0008,31,3403,41.4
452,CMP0008,32,1522,119.02
453,CMP0008,33,1075,63.84
454,CMP0008,34,1518,108.83
455,CMP0008,35,1026,96.9
456,CMP0008,36,1108,42.8
457,CMP0008,37,290,40.47
458,CMP0008,38,3100,105.8
459,CMP0008,39,364,74.69
460,CMP0008,40,454,63.0
461,CMP0008,41,1293,87.98
462,CMP0008,42,2698,31.63
463,CMP0008,43,2370,118.33
464,CMP0008,44,1225,47.54
465,CMP0008,45,3764,115.65
466,CMP0008,46,1551,63.06
467,CMP0008,47,695,85.63
468,CMP0008,48,3120,75.78
469,CMP0008,49,466,54.63
470,CMP0008,50,9325,90.62
471,CMP0008,51,452,114.2
472,CMP0008,52,5514,96.84
473,CMP0008,53,2751,91.58
474,CMP0008,54,7737,65.64
475,CMP0008,55,577,115.28
476,CMP0008,56,1662,77.66
477,CMP0008,57,1186,111.6
478,CMP0008,58,1354,36.35
479,CMP0008,59,2008,83.32
480,CMP0008,60,4928,41.76
481,CMP0009,1,2883,34.71
482,CMP0009,2,6455,46.82
483,CMP0009,3,1019,71.39
484,CMP0009,4,2511,76.96
485,CMP0009,5,2550,92.73
486,CMP0009,6,2523,81.2
487,CMP0009,7,7713,97.41
488,CMP0009,8,667,78.32
489,CMP0009,9,7076,40.19
490,CMP0009,10,3049,77.22
491,CMP0009,11,3087,110.87
492,CMP0009,12,1997,56.66
493,CMP0009,13,4909,52.17
494,CMP0009,14,479,61.65
495,CMP0009,15,4365,64.11
496,CMP0009,16,2942,67.36
497,CMP0009,17,244,116.54
498,CMP0009,18,2075,40.19
499,CMP0009,19,1052,30.13
500,CMP0009,20,4664,50.91
501,CMP0009,21,1324,61.95
502,CMP0009,22,2329,58.52
503,CMP0009,23,2389,60.03
504,CMP0009,24,1030,103.0
505,CMP0009,25,1560,44.35
506,CMP0009,26,6450,54.77
507,CMP0009,27,8795,75.28
508,CMP0009,28,502,71.89
509,CMP0009,29,977,58.81
510,CMP0009,30,2138,118.01
511,CMP0009,31,1466,85.4
512,CMP0009,32,338,98.97
513,CMP0009,33,618,97.75
514,CMP0009,34,4792,87.79
515,CMP0009,35,2816,99.41
516,CMP0009,36,827,51.66
517,CMP0009,37,1221,78.02
518,CMP0009,38,211,97.29
519,CMP0009,39,3600,70.12
520,CMP0009,40,6388,31.83
521,CMP0009,41,2253,114.9
522,CMP0009,42,3596,36.7
523,CMP0009,43,616,88.86
524,CMP0009,44,1996,110.08
525,CMP0009,45,160,76.54
526,CMP0009,46,3578,115.06
527,CMP0009,47,699,99.72
528,CMP0009,48,1035,104.05
529,CMP0009,49,2779,53.62
530,CMP0009,50,868,66.86
531,CMP0009,51,2047,103.15
532,CMP0009,52,1849,66.6
533,CMP0009,53,3813,115.15
534,CMP0009,54,400,78.95
535,CMP0009,55,529,90.17
536,CMP0009,56,6508,70.0
537,CMP0009,57,2839,87.74
538,CMP0009,58,207,75.37
539,CMP0009,59,3058,62.77
540,CMP0009,60,6378,77.39
541,CMP0010,1,2477,36.12
542,CMP0010,2,339,54.17
543,CMP0010,3,6356,59.64
544,CMP0010,4,528,106.46
545,CMP0010,5,865,77.46
546,CMP0010,6,1547,68.14
547,CMP0010,7,3097,62.73
548,CMP0010,8,454,94.27
549,CMP0010,9,1215,47.41
550,CMP0010,10,1503,53.04
551,CMP0010,11,2215,73.15
552,CMP0010,12,3525,76.15
553,CMP0010,13,3045,67.88
554,CMP0010,14,2809,90.19
555,CMP0010,15,1140,84.85
556,CMP0010,16,5200,79.29
557,CMP0010,17,2991,47.27
558,CMP0010,18,753,71.84
559,CMP0010,19,5872,112.79
560,CMP0010,20,722,65.49
561,CMP0010,21,464,40.58
562,CMP0010,22,3783,46.1
563,CMP0010,23,6543,76.21
564,CMP0010,24,2632,86.1
565,CMP0010,25,655,36.5
566,CMP0010,26,802,54.97
567,CMP0010,27,6397,36.62
568,CMP0010,28,166,109.3
569,CMP0010,29,1233,34.42
570,CMP0010,30,239,113.01
571,CMP0010,31,2674,77.47
572,CMP0010,32,952,83.95
573,CMP0010,33,1901,110.26
574,CMP0010,34,1310,93.79
575,CMP0010,35,320,115.03
576,CMP0010,36,4855,44.81
577,CMP0010,37,1328,50.69
578,CMP0010,38,3266,38.56
579,CMP0010,39,1192,36.05
580,CMP0010,40,2684,67.9
581,CMP0010,41,1809,62.21
582,CMP0010,42,113,104.04
583,CMP0010,43,1351,53.19
584,CMP0010,44,7950,67.16
585,CMP0010,45,1876,106.8
586,CMP0010,46,3685,72.78
587,CMP0010,47,620,84.27
588,CMP0010,48,666,32.79
589,CMP0010,49,2432,95.85
590,CMP0010,50,4989,50.56
591,CMP0010,51,2887,81.16
592,CMP0010,52,2080,85.6
593,CMP0010,53,3991,61.81
594,CMP0010,54,904,93.46
595,CMP0010,55,2191,60.27
596,CMP0010,56,1375,81.36
597,CMP0010,57,1056,49.24
598,CMP0010,58,870,111.48
599,CMP0010,59,703,96.81
600,CMP0010,60,2823,86.6
601,CMP0011,1,707,91.33
602,CMP0011,2,412,112.9
603,CMP0011,3,2857,116.65
604,CMP0011,4,916,56.86
605,CMP0011,5,1538,51.69
606,CMP0011,6,5819,35.93
607,CMP0011,7,1818,31.43
608,CMP0011,8,2406,79.62
609,CMP0011,9,3185,86.62
610,CMP0011,10,1812,118.07
611,CMP0011,11,72,103.52
612,CMP0011,12,353,68.02
613,CMP0011,13,1158,99.42
614,CMP0011,14,2215,60.4
615,CMP0011,15,2441,41.78
616,CMP0011,16,5853,68.86
617,CMP0011,17,6194,103.0
618,CMP0011,18,119,44.27
619,CMP0011,19,4055,65.72
620,CMP0011,20,2512,74.24
621,CMP0011,21,4932,107.25
622,CMP0011,22,4830,118.26
623,CMP0011,23,422,41.73
624,CMP0011,24,2326,67.25
625,CMP0011,25,624,92.53
626,CMP0011,26,2315,76.82
627,CMP0011,27,1067,113.5
628,CMP0011,28,2500,118.02
629,CMP0011,29,6331,112.43
630,CMP0011,30,1641,68.2
631,CMP0011,31,1609,78.72
632,CMP0011,32,1607,38.61
633,CMP0011,33,8340,89.05
634,CMP0011,34,7768,36.29
635,CMP0011,35,5456,76.18
636,CMP0011,36,6014,43.92
637,CMP0011,37,4576,116.25
638,CMP0011,38,188,66.83
639,CMP0011,39,1637,69.61
640,CMP0011,40,328,109.24
641,CMP0011,41,1027,74.79
642,CMP0011,42,1022,82.69
643,CMP0011,43,2206,72.41
644,CMP0011,44,4150,68.39
645,CMP0011,45,6728,66.34
646,CMP0011,46,459,83.17
647,CMP0011,47,1715,52.63
648,CMP0011,48,1747,41.45
649,CMP0011,49,1736,42.88
650,CMP0011,50,1960,94.5
651,CMP0011,51,3990,67.34
652,CMP0011,52,1368,119.35
653,CMP0011,53,235,75.28
654,CMP0011,54,5615,72.33
655,CMP0011,55,507,31.15
656,CMP0011,56,1317,59.97
657,CMP0011,57,768,54.52
658,CMP0011,58,6742,97.99
659,CMP0011,59,3349,76.27
660,CMP0011,60,1769,118.2
661,CMP0012,1,1913,107.72
662,CMP0012,2,3780,59.04
663,CMP0012,3,5054,81.42
664,CMP0012,4,884,88.38
665,CMP0012,5,3467,56.65
666,CMP0012,6,1930,63.03
667,CMP0012,7,626,61.34
668,CMP0012,8,7091,53.11
669,CMP0012,9,4618,107.32
670,CMP0012,10,340,41.86
671,CMP0012,11,4665,59.77
672,CMP0012,12,4311,108.49
673,CMP0012,13,2420,114.9
674,CMP0012,14,3814,110.56
675,CMP0012,15,2527,89.49
676,CMP0012,16,1671,78.98
677,CMP0012,17,3818,99.23
678,CMP0012,18,1235,101.81
679,CMP0012,19,4872,111.36
680,CMP0012,20,527,82.47
681,CMP0012,21,3103,110.95
682,CMP0012,22,1089,39.05
683,CMP0012,23,1965,33.81
684,CMP0012,24,4685,87.0
685,CMP0012,25,3302,56.13
686,CMP0012,26,3164,79.4
687,CMP0012,27,3114,97.32
688,CMP0012,28,1501,63.29
689,CMP0012,29,5520,92.61
690,CMP0012,30,6679,98.56
691,CMP0012,31,260,106.89
692,CMP0012,32,5638,47.26
693,CMP0012,33,867,112.12
694,CMP0012,34,1633,32.03
695,CMP0012,35,4945,97.85
696,CMP0012,36,1478,99.95
697,CMP0012,37,985,30.08
698,CMP0012,38,1690,47.0
699,CMP0012,39,8311,113.32
700,CMP0012,40,3216,39.54
701,CMP0012,41,218,61.36
702,CMP0012,42,969,71.73
703,CMP0012,43,1003,77.65
704,CMP0012,44,726,114.01
705,CMP0012,45,2062,60.07
706,CMP0012,46,1106,82.81
707,CMP0012,47,1616,35.54
708,CMP0012,48,938,102.38
709,CMP0012,49,906,51.77
710,CMP0012,50,4219,107.42
711,CMP0012,51,6226,34.28
712,CMP0012,52,2228,75.09
713,CMP0012,53,1075,76.75
714,CMP0012,54,4300,100.44
715,CMP0012,55,587,58.17
716,CMP0012,56,4014,79.68
717,CMP0012,57,1363,61.72
718,CMP0012,58,4577,71.61
719,CMP0012,59,5861,97.16
720,CMP0012,60,827,113.95
721,CMP0013,1,878,117.38
722,CMP0013,2,7738,71.84
723,CMP0013,3,662,52.76
724,CMP0013,4,3270,101.07
725,CMP0013,5,3141,87.27
726,CMP0013,6,1881,119.6
727,CMP0013,7,702,83.2
728,CMP0013,8,4568,76.94
729,CMP0013,9,2706,83.92
730,CMP0013,10,1213,102.35
731,CMP0013,11,309,32.08
732,CMP0013,12,757,84.58
733,CMP0013,13,4330,104.09
734,CMP0013,14,533,52.82
735,CMP0013,15,2846,90.02
736,CMP0013,16,436,117.85
737,CMP0013,17,8813,108.34
738,CMP0013,18,5268,115.2
739,CMP0013,19,3351,109.75
740,CMP0013,20,6820,30.74
741,CMP0013,21,2715,80.64
742,CMP0013,22,1322,66.89
743,CMP0013,23,3777,91.31
744,CMP0013,24,1156,118.06
745,CMP0013,25,1494,63.48
746,CMP0013,26,6262,50.03
747,CMP0013,27,1942,38.48
748,CMP0013,28,5071,71.43
749,CMP0013,29,496,107.22
750,CMP0013,30,2523,85.45
751,CMP0013,31,1593,46.59
752,CMP0013,32,964,108.72
753,CMP0013,33,659,76.91
754,CMP0013,34,441,81.33
755,CMP0013,35,5385,93.61
756,CMP0013,36,6794,54.71
757,CMP0013,37,1863,33.64
758,CMP0013,38,2267,65.82
759,CMP0013,39,1680,66.86
760,CMP0013,40,3600,62.32
761,CMP0013,41,329,115.81
762,CMP0013,42,282,51.81
763,CMP0013,43,2108,61.54
764,CMP0013,44,5373,92.03
765,CMP0013,45,1335,30.19
766,CMP0013,46,1071,76.18
767,CMP0013,47,7442,109.77
768,CMP0013,48,1372,47.61
769,CMP0013,49,8215,92.8
770,CMP0013,50,248,105.4
771,CMP0013,51,1529,106.77
772,CMP0013,52,8115,71.32
773,CMP0013,53,1228,101.86
774,CMP0013,54,1788,92.52
775,CMP0013,55,4929,56.82
776,CMP0013,56,328,69.82
777,CMP0013,57,5236,82.43
778,CMP0013,58,228,85.12
779,CMP0013,59,4694,97.5
780,CMP0013,60,1962,61.88
781,CMP0014,1,2054,99.91
782,CMP0014,2,4481,112.01
783,CMP0014,3,2429,113.62
784,CMP0014,4,2532,77.22
785,CMP0014,5,5224,72.77
786,CMP0014,6,8472,70.0
787,CMP0014,7,3978,46.94
788,CMP0014,8,2417,36.15
789,CMP0014,9,9419,38.66
790,CMP0014,10,2174,47.59
791,CMP0014,11,406,62.77
792,CMP0014,12,2632,77.4
793,CMP0014,13,3266,46.44
794,CMP0014,14,4076,83.76
795,CMP0014,15,2754,112.53
796,CMP0014,16,1847,60.68
797,CMP0014,17,1906,99.88
798,CMP0014,18,3356,34.97
799,CMP0014,19,3157,75.6
800,CMP0014,20,6086,110.02
801,CMP0014,21,6074,115.46
802,CMP0014,22,2335,55.28
803,CMP0014,23,6632,34.99
804,CMP0014,24,2597,89.06
805,CMP0014,25,1062,39.57
806,CMP0014,26,3223,108.57
807,CMP0014,27,6054,57.99
808,CMP0014,28,3142,107.29
809,CMP0014,29,2684,89.17
810,CMP0014,30,1699,83.3
811,CMP0014,31,4709,108.34
812,CMP0014,32,2652,108.92
813,CMP0014,33,6630,93.25
814,CMP0014,34,426,95.55
815,CMP0014,35,5999,33.63
816,CMP0014,36,1044,94.59
817,CMP0014,37,2658,41.82
818,CMP0014,38,1126,59.91
819,CMP0014,39,963,101.04
820,CMP0014,40,4326,69.54
821,CMP0014,41,2727,59.16
822,CMP0014,42,821,90.37
823,CMP0014,43,1297,89.65
824,CMP0014,44,5914,94.62
825,CMP0014,45,5920,90.42
826,CMP0014,46,8438,59.44
827,CMP0014,47,3798,89.5
828,CMP0014,48,433,68.12
829,CMP0014,49,2522,50.79
830,CMP0014,50,7989,111.16
