RnDID,CompanyID,PeriodID,RnDSpending
607,CMP0011,7,4.31
608,CMP0011,8,-2.21
609,CMP0011,9,3.93
610,CMP0011,10,6.21
611,CMP0011,11,2.28
612,CMP0011,12,2.17
613,CMP0011,13,1.11
614,CMP0011,14,27.65
615,CMP0011,15,14.3
616,CMP0011,16,4.25
617,CMP0011,17,15.46
618,CMP0011,18,1.24
619,CMP0011,19,12.3
620,CMP0011,20,25.17
621,CMP0011,21,2.93
622,CMP0011,22,19.16
623,CMP0011,23,7.11
624,CMP0011,24,5.52
625,CMP0011,25,2.65
626,CMP0011,26,16.6
627,CMP0011,27,0.89
628,CMP0011,28,25.98
629,CMP0011,29,21.99
630,CMP0011,30,2.98
631,CMP0011,31,-0.78
632,CMP0011,32,6.86
633,CMP0011,33,11.93
634,CMP0011,34,8.63
635,CMP0011,35,6.76
636,CMP0011,36,12.4
637,CMP0011,37,5.64
638,CMP0011,38,2.87
639,CMP0011,39,8.29
640,CMP0011,40,3.68
641,CMP0011,41,8.83
642,CMP0011,42,3.96
643,CMP0011,43,6.58
644,CMP0011,44,7.41
645,CMP0011,45,28.71
646,CMP0011,46,2.8
647,CMP0011,47,0.57
648,CMP0011,48,1.88
649,CMP0011,49,5.53
650,CMP0011,50,6.18
651,CMP0011,51,8.03
652,CMP0011,52,5.45
653,CMP0011,53,1.14
654,CMP0011,54,13.5
655,CMP0011,55,3.07
656,CMP0011,56,0.34
657,CMP0011,57,2.52
658,CMP0011,58,20.15
659,CMP0011,59,20.92
660,CMP0011,60,3.14
661,CMP0012,1,6.33
662,CMP0012,2,14.8
663,CMP0012,3,20.26
664,CMP0012,4,1.2
665,CMP0012,5,13.3
666,CMP0012,6,15.45
667,CMP0012,7,3.73
668,CMP0012,8,11.35
669,CMP0012,9,7.81
670,CMP0012,10,3.71
671,CMP0012,11,31.51
672,CMP0012,12,12.25
673,CMP0012,13,0.35
674,CMP0012,14,22.73
675,CMP0012,15,10.56
676,CMP0012,16,5.79
677,CMP0012,17,11.28
678,CMP0012,18,9.11
679,CMP0012,19,11.25
680,CMP0012,20,2.48
681,CMP0012,21,17.66
682,CMP0012,22,16.52
683,CMP0012,23,16.94
684,CMP0012,24,6.14
685,CMP0012,25,15.64
686,CMP0012,26,10.62
687,CMP0012,27,11.73
688,CMP0012,28,1.98
689,CMP0012,29,17.85
690,CMP0012,30,11.9
691,CMP0012,31,3.06
692,CMP0012,32,14.6
693,CMP0012,33,0.92
694,CMP0012,34,0.72
695,CMP0012,35,1.64
696,CMP0012,36,3.01
697,CMP0012,37,10.17
698,CMP0012,38,4.76
699,CMP0012,39,5.18
700,CMP0012,40,20.06
701,CMP0012,41,0.76
702,CMP0012,42,9.08
703,CMP0012,43,3.74
704,CMP0012,44,1.76
705,CMP0012,45,12.41
706,CMP0012,46,2.98
707,CMP0012,47,12.89
708,CMP0012,48,0.86
709,CMP0012,49,1.94
710,CMP0012,50,11.43
711,CMP0012,51,15.68
712,CMP0012,52,4.79
713,CMP0012,53,3.72
714,CMP0012,54,14.57
715,CMP0012,55,17.1
716,CMP0012,56,33.52
717,CMP0012,57,9.89
718,CMP0012,58,9.87
719,CMP0012,59,17.61
720,CMP0012,60,3.69
721,CMP0013,1,3.86
722,CMP0013,2,22.17
723,CMP0013,3,18.64
724,CMP0013,4,13.65
725,CMP0013,5,15.69
726,CMP0013,6,19.91
727,CMP0013,7,1.77
728,CMP0013,8,10.89
729,CMP0013,9,27.75
730,CMP0013,10,1.94
731,CMP0013,11,2.28
732,CMP0013,12,3.44
733,CMP0013,13,7.18
734,CMP0013,14,2.47
735,CMP0013,15,0.88
736,CMP0013,16,10.63
737,CMP0013,17,12.58
738,CMP0013,18,5.73
739,CMP0013,19,3.15
740,CMP0013,20,18.88
741,CMP0013,21,20.74
742,CMP0013,22,0.75
743,CMP0013,23,4.51
744,CMP0013,24,15.36
745,CMP0013,25,16.57
746,CMP0013,26,26.77
747,CMP0013,27,6.36
748,CMP0013,28,19.78
749,CMP0013,29,3.44
750,CMP0013,30,10.25
751,CMP0013,31,9.03
752,CMP0013,32,3.91
753,CMP0013,33,2.21
754,CMP0013,34,1.76
755,CMP0013,35,29.81
756,CMP0013,36,9.65
757,CMP0013,37,2.93
758,CMP0013,38,20.06
759,CMP0013,39,3.75
760,CMP0013,40,7.47
761,CMP0013,41,2.03
762,CMP0013,42,3.87
763,CMP0013,43,1.86
764,CMP0013,44,8.35
765,CMP0013,45,4.96
766,CMP0013,46,12.84
767,CMP0013,47,21.85
768,CMP0013,48,23.02
769,CMP0013,49,12.56
770,CMP0013,50,-0.06
771,CMP0013,51,2.59
772,CMP0013,52,9.87
773,CMP0013,53,5.67
774,CMP0013,54,12.21
775,CMP0013,55,20.21
776,CMP0013,56,2.61
777,CMP0013,57,12.52
778,CMP0013,58,3.29
779,CMP0013,59,16.44
780,CMP0013,60,9.39
781,CMP0014,1,29.27
782,CMP0014,2,9.3
783,CMP0014,3,3.65
784,CMP0014,4,15.8
785,CMP0014,5,15.68
786,CMP0014,6,30.0
787,CMP0014,7,5.99
788,CMP0014,8,6.32
789,CMP0014,9,17.5
790,CMP0014,10,25.67
791,CMP0014,11,0.53
792,CMP0014,12,29.24
793,CMP0014,13,10.59
794,CMP0014,14,7.85
795,CMP0014,15,18.81
796,CMP0014,16,16.1
797,CMP0014,17,5.68
798,CMP0014,18,16.7
799,CMP0014,19,12.11
800,CMP0014,20,21.12
801,CMP0014,21,12.48
802,CMP0014,22,3.77
803,CMP0014,23,1.44
804,CMP0014,24,9.76
805,CMP0014,25,-3.11
806,CMP0014,26,14.19
807,CMP0014,27,12.68
808,CMP0014,28,3.06
809,CMP0014,29,16.43
810,CMP0014,30,4.37
811,CMP0014,31,9.03
812,CMP0014,32,9.57
813,CMP0014,33,-1.56
814,CMP0014,34,2.61
815,CMP0014,35,20.82
816,CMP0014,36,6.97
817,CMP0014,37,-0.76
818,CMP0014,38,4.29
819,CMP0014,39,4.68
820,CMP0014,40,3.92
821,CMP0014,41,5.95
822,CMP0014,42,15.46
823,CMP0014,43,8.03
824,CMP0014,44,5.83
825,CMP0014,45,20.43
826,CMP0014,46,13.38
827,CMP0014,47,2.23
828,CMP0014,48,2.45
829,CMP0014,49,12.33
830,CMP0014,50,6.83
831,CMP0014,51,6.31
832,CMP0014,52,6.51
833,CMP0014,53,0.44
834,CMP0014,54,4.31
835,CMP0014,55,16.48
836,CMP0014,56,3.47
837,CMP0014,57,12.03
838,CMP0014,58,6.17
839,CMP0014,59,12.76
840,CMP0014,60,1.31
841,CMP0015,1,24.68
842,CMP0015,2,4.39
843,CMP0015,3,19.99
844,CMP0015,4,10.61
845,CMP0015,5,1.5
846,CMP0015,6,4.01
847,CMP0015,7,5.8
848,CMP0015,8,15.54
849,CMP0015,9,9.41
850,CMP0015,10,13.93
851,CMP0015,11,4.98
852,CMP0015,12,24.41
853,CMP0015,13,13.76
854,CMP0015,14,8.38
855,CMP0015,15,2.64
856,CMP0015,16,7.72
857,CMP0015,17,6.8
858,CMP0015,18,11.2
859,CMP0015,19,9.98
860,CMP0015,20,17.36
861,CMP0015,21,17.28
862,CMP0015,22,3.53
863,CMP0015,23,17.6
864,CMP0015,24,2.12
865,CMP0015,25,5.15
866,CMP0015,26,7.85
867,CMP0015,27,0.55
868,CMP0015,28,3.76
869,CMP0015,29,15.94
870,CMP0015,30,6.28
871,CMP0015,31,1.18
872,CMP0015,32,0.78
873,CMP0015,33,5.32
874,CMP0015,34,16.88
875,CMP0015,35,5.63
876,CMP0015,36,2.38
877,CMP0015,37,7.82
878,CMP0015,38,5.21
879,CMP0015,39,9.23
880,CMP0015,40,22.44
881,CMP0015,41,1.1
882,CMP0015,42,9.24
883,CMP0015,43,15.25
884,CMP0015,44,12.13
885,CMP0015,45,4.32
886,CMP0015,46,7.83
887,CMP0015,47,22.17
888,CMP0015,48,3.84
889,CMP0015,49,4.41
890,CMP0015,50,9.91
891,CMP0015,51,11.36
892,CMP0015,52,18.2
893,CMP0015,53,5.5
894,CMP0015,54,25.81
895,CMP0015,55,25.85
896,CMP0015,56,5.14
897,CMP0015,57,10.32
898,CMP0015,58,2.06
899,CMP0015,59,8.19
900,CMP0015,60,15.42
901,CMP0016,1,8.05
902,CMP0016,2,39.76
903,CMP0016,3,4.33
904,CMP0016,4,26.57
905,CMP0016,5,13.41
906,CMP0016,6,14.68
907,CMP0016,7,2.27
908,CMP0016,8,3.12
909,CMP0016,9,4.23
910,CMP0016,10,3.18
911,CMP0016,11,15.2
912,CMP0016,12,6.65
913,CMP0016,13,2.2
914,CMP0016,14,9.21
915,CMP0016,15,4.9
916,CMP0016,16,22.89
917,CMP0016,17,3.13
918,CMP0016,18,17.18
919,CMP0016,19,11.57
920,CMP0016,20,9.18
921,CMP0016,21,3.07
922,CMP0016,22,20.82
923,CMP0016,23,7.96
924,CMP0016,24,9.12
925,CMP0016,25,9.42
926,CMP0016,26,7.87
927,CMP0016,27,16.15
928,CMP0016,28,5.29
929,CMP0016,29,5.85
930,CMP0016,30,6.96
931,CMP0016,31,20.39
932,CMP0016,32,22.98
933,CMP0016,33,11.94
934,CMP0016,34,5.93
935,CMP0016,35,26.35
936,CMP0016,36,8.08
937,CMP0016,37,15.29
938,CMP0016,38,12.88
939,CMP0016,39,9.64
940,CMP0016,40,8.78
941,CMP0016,41,16.09
942,CMP0016,42,8.12
943,CMP0016,43,17.61
944,CMP0016,44,6.33
945,CMP0016,45,14.81
946,CMP0016,46,2.42
947,CMP0016,47,4.06
948,CMP0016,48,18.55
949,CMP0016,49,2.72
950,CMP0016,50,24.06
951,CMP0016,51,9.08
952,CMP0016,52,14.22
953,CMP0016,53,3.38
954,CMP0016,54,8.29
955,CMP0016,55,15.98
956,CMP0016,56,6.88
957,CMP0016,57,26.86
958,CMP0016,58,5.53
959,CMP0016,59,3.63
960,CMP0016,60,22.64
961,CMP0017,1,9.87
962,CMP0017,2,98.33
963,CMP0017,3,16.2
964,CMP0017,4,67.25
965,CMP0017,5,60.67
966,CMP0017,6,68.0
967,CMP0017,7,31.5
968,CMP0017,8,24.58
969,CMP0017,9,66.74
970,CMP0017,10,73.81
971,CMP0017,11,39.24
972,CMP0017,12,36.06
973,CMP0017,13,102.98
974,CMP0017,14,9.07
975,CMP0017,15,60.72
976,CMP0017,16,103.75
977,CMP0017,17,108.84
978,CMP0017,18,54.25
979,CMP0017,19,57.15
980,CMP0017,20,49.56
981,CMP0017,21,16.33
982,CMP0017,22,29.99
983,CMP0017,23,22.3
984,CMP0017,24,65.46
985,CMP0017,25,26.92
986,CMP0017,26,20.65
987,CMP0017,27,4.52
988,CMP0017,28,26.75
989,CMP0017,29,17.38
990,CMP0017,30,5.73
991,CMP0017,31,89.29
992,CMP0017,32,41.3
993,CMP0017,33,44.2
994,CMP0017,34,18.9
995,CMP0017,35,68.55
