SectorAverageID,Sector,PeriodID,AvgRevenue,AvgProfit,AvgMarketCap,AvgESGScore
110,Finance,50,1059.2692857142858,284.6328571428572,5.667142857142857,65.14142857142858
111,Finance,51,1020.9671428571428,272.85499999999996,4.410714285714286,61.902857142857144
112,Finance,52,999.0492857142857,314.38142857142856,5.742857142857143,67.10071428571429
113,Finance,53,906.3892857142857,255.11071428571427,7.930714285714286,65.86857142857143
114,Finance,54,1106.7464285714286,238.04999999999998,7.194285714285714,58.67214285714285
115,Finance,55,1145.9428571428573,297.65785714285715,5.522142857142858,63.87857142857143
116,Finance,56,827.21,246.43714285714285,5.942142857142857,62.63214285714286
117,Finance,57,1129.8335714285715,266.1435714285714,4.789285714285714,65.09642857142858
118,Finance,58,957.5064285714286,257.99285714285713,5.185714285714285,58.09357142857142
119,Finance,59,1037.8335714285715,276.43571428571425,6.308571428571429,68.03357142857143
120,Finance,60,1439.6507142857142,378.39285714285717,5.716428571428572,66.51142857142857
121,Healthcare,1,1095.1833333333334,311.1853333333333,5.798,66.614
122,Healthcare,2,1064.2226666666668,290.118,6.364000000000001,62.36666666666667
123,Healthcare,3,688.0826666666667,215.2706666666667,5.4479999999999995,60.96933333333333
124,Healthcare,4,1060.5006666666666,262.62733333333335,6.193333333333333,58.602666666666664
125,Healthcare,5,1269.0593333333334,339.0919999999999,5.192666666666667,69.10533333333333
126,Healthcare,6,1143.6606666666667,314.426,4.128,61.472
127,Healthcare,7,994.072,289.736,5.9399999999999995,63.45133333333333
128,Healthcare,8,1203.7033333333334,368.0666666666666,5.03,60.26
129,Healthcare,9,1069.154,284.14,5.206,59.05533333333334
130,Healthcare,10,1360.3413333333333,301.5113333333333,5.59,62.562
131,Healthcare,11,860.2180000000001,274.838,5.472666666666667,70.06533333333333
132,Healthcare,12,816.8213333333333,236.41333333333333,5.430000000000001,63.690000000000005
133,Healthcare,13,541.3746666666667,148.83066666666667,4.622,60.92866666666667
134,Healthcare,14,710.0686666666666,200.3653333333333,7.66,63.566
135,Healthcare,15,961.5446666666667,241.63733333333332,4.7540000000000004,64.22133333333333
136,Healthcare,16,856.506,246.14600000000002,5.589333333333333,68.17133333333334
137,Healthcare,17,1036.5613333333333,276.23199999999997,5.157333333333333,67.74666666666667
138,Healthcare,18,1165.6133333333335,297.53266666666667,6.5906666666666665,58.85333333333333
139,Healthcare,19,984.3340000000001,278.748,4.300666666666667,63.218666666666664
140,Healthcare,20,1278.6806666666666,372.2493333333333,8.122,63.946
141,Healthcare,21,1061.0493333333334,274.5613333333333,6.199333333333333,64.29533333333333
142,Healthcare,22,1035.2386666666666,319.3946666666667,4.696,57.43266666666667
143,Healthcare,23,1165.2740000000001,326.9573333333334,5.222666666666667,67.96666666666667
144,Healthcare,24,1060.5733333333333,293.58933333333334,4.18,57.9
145,Healthcare,25,1002.254,273.7493333333333,3.8440000000000003,62.99333333333333
146,Healthcare,26,1178.914,311.5693333333333,5.383333333333334,64.952
147,Healthcare,27,1140.6606666666667,302.176,7.132666666666666,63.56666666666667
148,Healthcare,28,1019.3326666666667,294.51733333333334,5.52,64.38666666666667
149,Healthcare,29,1190.2326666666668,398.10533333333336,4.562666666666667,60.217999999999996
150,Healthcare,30,996.5033333333334,272.5826666666667,6.852666666666667,60.407333333333334
151,Healthcare,31,1080.5586666666668,282.8126666666667,5.117999999999999,67.38666666666667
152,Healthcare,32,895.2806666666667,268.17199999999997,3.882,61.96066666666666
153,Healthcare,33,1321.1573333333333,354.026,5.524,65.57466666666667
154,Healthcare,34,951.4566666666667,290.90133333333335,7.256666666666666,62.400666666666666
155,Healthcare,35,1251.3600000000001,391.0073333333333,3.8653333333333335,60.53333333333333
156,Healthcare,36,1330.358,367.576,4.224666666666667,68.80533333333332
157,Healthcare,37,1044.3519999999999,352.41266666666667,4.72,61.89
158,Healthcare,38,1254.044,379.4413333333333,6.941999999999999,63.168
159,Healthcare,39,1113.044,283.96733333333333,7.328,59.742
160,Healthcare,40,1087.158,311.88733333333334,4.260666666666666,59.308
161,Healthcare,41,1400.6673333333335,429.658,4.3293333333333335,62.63
162,Healthcare,42,1127.7513333333334,314.134,4.748666666666667,64.09533333333334
163,Healthcare,43,1240.2293333333332,299.8066666666666,5.683333333333334,64.844
164,Healthcare,44,1039.2326666666665,272.1306666666667,3.5959999999999996,63.47266666666667
165,Healthcare,45,1002.5013333333334,281.15999999999997,6.556666666666667,62.936
166,Healthcare,46,1055.1453333333334,259.28066666666666,5.013333333333334,63.522000000000006
167,Healthcare,47,1136.8573333333334,303.75266666666664,5.958666666666667,59.75533333333333
168,Healthcare,48,1256.2193333333335,292.97999999999996,5.756,65.18466666666667
169,Healthcare,49,912.216,247.714,6.048666666666667,66.58933333333333
170,Healthcare,50,1044.2946666666667,290.19800000000004,5.790000000000001,63.49666666666667
171,Healthcare,51,1207.5040000000001,363.00733333333335,4.426666666666667,59.55333333333333
172,Healthcare,52,1105.7813333333334,319.1213333333333,5.847333333333334,64.49
173,Healthcare,53,1187.296,331.08200000000005,5.556,64.88533333333334
174,Healthcare,54,1138.9526666666668,303.50266666666664,6.076666666666666,64.24
175,Healthcare,55,1055.502,284.284,4.9673333333333325,59.334666666666664
176,Healthcare,56,822.868,226.92533333333333,5.531333333333333,66.014
177,Healthcare,57,1035.2066666666667,294.9866666666666,6.179333333333333,66.086
178,Healthcare,58,1315.6566666666665,385.9933333333334,5.538666666666667,60.61133333333334
179,Healthcare,59,1295.5459999999998,351.25733333333335,5.706,64.676
180,Healthcare,60,1208.1153333333334,296.942,7.6386666666666665,63.20066666666666
181,Industrial,1,1038.8828571428571,317.58,8.549285714285714,59.67785714285714
182,Industrial,2,918.7964285714286,280.69071428571425,7.897142857142858,60.330714285714286
183,Industrial,3,843.2671428571429,208.17285714285714,5.146428571428571,61.128571428571426
184,Industrial,4,701.9742857142857,220.8135714285714,6.6292857142857144,65.34785714285714
185,Industrial,5,1225.6335714285713,394.0142857142858,5.564285714285715,57.44285714285714
186,Industrial,6,1285.385,378.4092857142858,6.583571428571429,62.33
187,Industrial,7,905.5071428571429,236.9364285714286,4.579285714285715,61.82857142857143
188,Industrial,8,983.0,279.11857142857144,4.110714285714286,60.949999999999996
189,Industrial,9,837.4257142857142,228.3035714285714,4.390714285714286,63.88642857142857
190,Industrial,10,836.0085714285715,246.84857142857143,6.213571428571428,65.83428571428571
191,Industrial,11,1268.9457142857143,348.9142857142857,5.013571428571429,62.62785714285714
192,Industrial,12,1194.8657142857141,347.74071428571426,5.406428571428571,62.847142857142856
193,Industrial,13,1095.035,331.0007142857143,6.135,61.775
194,Industrial,14,1124.1121428571428,327.13,5.807142857142857,62.71214285714286
195,Industrial,15,1108.27,257.44714285714286,4.642142857142858,62.83357142857143
196,Industrial,16,1043.31,274.6507142857143,5.346428571428571,68.295
197,Industrial,17,986.5042857142856,306.90642857142853,6.276428571428572,64.24928571428572
198,Industrial,18,955.3221428571429,269.50642857142856,8.197142857142856,67.43714285714286
199,Industrial,19,784.5485714285714,212.8064285714286,5.130714285714285,64.84714285714286
200,Industrial,20,975.485,233.82642857142858,4.586428571428571,65.22857142857143
201,Industrial,21,1423.2114285714285,346.0321428571429,8.355714285714287,60.85928571428571
202,Industrial,22,1125.462142857143,259.13142857142856,4.913571428571429,62.78642857142857
203,Industrial,23,1127.1214285714286,305.495,6.030714285714287,63.28142857142858
204,Industrial,24,834.9957142857144,242.2078571428571,7.399285714285715,62.715714285714284
205,Industrial,25,877.2478571428571,246.69357142857143,5.706428571428572,65.17071428571428
206,Industrial,26,1001.5699999999999,265.1792857142857,5.6621428571428565,61.36928571428571
207,Industrial,27,1225.0464285714286,366.75857142857143,5.670714285714285,63.65785714285715
208,Industrial,28,1049.337857142857,335.59499999999997,6.587142857142857,69.025
209,Industrial,29,971.5957142857143,244.40285714285716,7.4350000000000005,63.75642857142857
210,Industrial,30,1128.7214285714285,296.16928571428576,5.512142857142857,64.31214285714286
211,Industrial,31,1060.1507142857142,322.1007142857143,4.584285714285714,63.50142857142857
212,Industrial,32,908.2357142857143,238.62714285714284,5.696428571428571,63.455714285714286
213,Industrial,33,999.6471428571429,279.1935714285714,4.671428571428571,66.95071428571428
214,Industrial,34,1087.767857142857,304.2735714285714,5.944285714285714,66.30285714285715
215,Industrial,35,1309.2114285714285,363.25714285714287,6.335,60.792857142857144
216,Industrial,36,1401.5850000000003,395.1757142857144,4.8585714285714285,63.12
217,Industrial,37,1018.5021428571429,293.5835714285715,4.643571428571429,62.050714285714285
218,Industrial,38,870.7328571428571,246.76285714285714,4.429285714285714,66.22357142857143
219,Industrial,39,1209.2749999999999,379.3428571428572,4.954285714285715,62.778571428571425
220,Industrial,40,1370.8157142857142,381.2528571428571,7.055,63.74857142857143
221,Industrial,41,1168.6021428571428,330.6685714285714,4.091428571428572,67.21571428571428
222,Industrial,42,893.8807142857142,276.74285714285713,4.454285714285715,67.48571428571428
223,Industrial,43,966.515,288.60571428571427,4.102142857142857,63.26357142857143
224,Industrial,44,974.2271428571429,256.5057142857143,5.269285714285714,61.89928571428571
225,Industrial,45,858.6328571428572,241.65071428571432,4.060714285714286,64.6542857142857
226,Industrial,46,1064.0857142857144,313.38571428571424,6.002142857142857,65.19571428571429
227,Industrial,47,993.1528571428571,324.2628571428572,6.7907142857142855,62.63785714285715
228,Industrial,48,1291.1635714285715,344.355,5.0249999999999995,64.14214285714286
229,Industrial,49,996.7728571428571,274.67071428571427,3.517142857142857,59.596428571428575
230,Industrial,50,1054.037857142857,294.4557142857143,5.965000000000001,67.90642857142858
231,Industrial,51,939.6700000000001,280.65857142857146,5.856428571428571,59.59571428571429
232,Industrial,52,1190.5257142857142,342.23,5.312857142857142,63.01
233,Industrial,53,1082.4007142857142,293.27642857142865,5.238571428571428,62.89
234,Industrial,54,765.5764285714286,205.52714285714288,4.463571428571429,63.995
235,Industrial,55,1155.7835714285713,303.96785714285716,6.0807142857142855,63.50785714285714
236,Industrial,56,934.9564285714285,251.65499999999997,5.589285714285714,63.19857142857143
237,Industrial,57,1017.3178571428572,313.7092857142857,6.539285714285714,65.645
238,Industrial,58,1171.3514285714286,360.1507142857143,6.509285714285714,60.440714285714286
239,Industrial,59,877.7478571428571,259.75142857142856,5.925714285714285,62.651428571428575
240,Industrial,60,1273.5164285714286,333.3242857142856,4.652142857142857,63.43928571428571
241,Retail,1,1035.6157142857144,312.66571428571433,5.6847619047619045,61.570952380952384
242,Retail,2,1255.68,313.31428571428575,5.0652380952380955,62.14190476190476
243,Retail,3,1176.257142857143,295.64238095238096,4.077142857142857,60.4752380952381
244,Retail,4,1207.7219047619049,297.2276190476191,5.997142857142857,57.197142857142865
245,Retail,5,982.217619047619,280.59809523809525,4.769523809523809,62.336666666666666
246,Retail,6,1082.0585714285714,310.997619047619,5.4314285714285715,62.2
247,Retail,7,1102.9685714285715,307.11380952380955,4.494285714285714,58.023809523809526
248,Retail,8,1328.314761904762,332.60999999999996,6.893809523809525,64.95714285714286
249,Retail,9,1252.485238095238,350.71047619047613,7.063809523809524,64.76
250,Retail,10,1207.674761904762,313.20238095238096,6.806190476190476,63.76714285714285
251,Retail,11,905.7495238095239,249.79476190476188,5.028095238095238,64.10619047619048
252,Retail,12,1233.3085714285714,389.75619047619045,5.133333333333333,63.93428571428571
253,Retail,13,841.6771428571429,234.78380952380954,5.7666666666666675,61.73476190476191
254,Retail,14,947.5285714285714,254.45333333333332,5.28,67.31904761904762
255,Retail,15,1323.677619047619,356.52,5.099047619047619,63.21523809523809
256,Retail,16,1005.482380952381,303.38666666666666,6.214285714285714,62.151428571428575
257,Retail,17,999.9442857142858,246.53190476190477,6.203333333333334,63.941428571428574
258,Retail,18,1254.5661904761905,329.48904761904765,7.083809523809523,62.49238095238095
259,Retail,19,1006.8542857142857,262.2404761904762,7.431904761904762,62.72571428571429
260,Retail,20,933.9076190476192,240.73857142857145,4.5147619047619045,64.64095238095238
261,Retail,21,1257.9442857142858,334.26714285714286,6.578095238095239,67.13761904761905
262,Retail,22,1108.7219047619049,297.47,4.857619047619047,61.47904761904762
263,Retail,23,1306.9961904761903,346.1471428571428,4.751428571428572,61.636190476190485
264,Retail,24,982.6357142857144,267.55333333333334,5.191904761904762,65.44714285714286
265,Retail,25,999.4219047619048,268.42047619047617,6.537142857142857,61.343333333333334
266,Retail,26,1151.5714285714287,338.16476190476186,6.205238095238095,64.48333333333333
267,Retail,27,1158.1423809523808,330.20476190476194,3.892857142857143,62.63047619047619
268,Retail,28,1069.7466666666667,320.5190476190476,4.182857142857143,61.35857142857143
269,Retail,29,916.2333333333333,236.64142857142858,5.571904761904762,64.06142857142856
270,Retail,30,1191.9385714285713,313.33761904761906,5.62047619047619,62.20095238095238
271,Retail,31,774.4757142857143,211.22619047619048,6.008095238095239,65.59095238095239
272,Retail,32,1144.5,319.8466666666667,6.247619047619047,63.26285714285714
273,Retail,33,941.3671428571428,266.5614285714286,6.605238095238096,61.40857142857143
274,Retail,34,987.4471428571428,261.23857142857145,5.857142857142857,63.18523809523809
275,Retail,35,1073.8885714285714,319.19952380952384,5.053333333333334,64.52000000000001
276,Retail,36,1182.674761904762,313.2961904761905,5.0909523809523805,62.74857142857143
277,Retail,37,915.2780952380953,259.9404761904762,4.989047619047619,65.50238095238095
278,Retail,38,1071.2895238095236,322.87523809523805,6.566666666666667,66.60857142857142
279,Retail,39,1019.3919047619047,279.66761904761904,6.774761904761905,65.35380952380953
280,Retail,40,1062.0857142857142,281.0633333333333,4.687142857142857,63.20333333333333
281,Retail,41,1062.072380952381,280.5995238095238,5.161904761904762,66.09619047619047
282,Retail,42,926.8928571428571,264.91857142857145,6.456666666666667,60.52333333333333
283,Retail,43,927.5128571428571,230.09,6.456190476190477,64.23714285714286
284,Retail,44,776.3771428571429,228.88809523809527,6.926190476190476,63.70285714285714
285,Retail,45,1063.6114285714286,337.95,4.52952380952381,61.13666666666666
286,Retail,46,1190.8980952380953,311.97904761904766,5.855714285714286,64.72619047619048
287,Retail,47,1243.2085714285715,342.2038095238096,6.32,66.90380952380953
288,Retail,48,833.865238095238,231.78857142857146,5.23952380952381,67.29190476190476
289,Retail,49,946.2833333333334,252.94285714285715,5.849523809523809,62.973333333333336
290,Retail,50,856.7161904761905,248.56285714285713,5.7404761904761905,62.45761904761904
291,Retail,51,999.2304761904762,261.6161904761905,5.918095238095238,64.88857142857144
292,Retail,52,951.4914285714285,248.6147619047619,4.657142857142857,63.54761904761905
293,Retail,53,957.4100000000001,265.9404761904762,6.194761904761905,63.22428571428571
294,Retail,54,1032.49,289.00857142857143,3.465238095238095,61.03523809523809
295,Retail,55,944.6695238095239,226.66761904761907,5.224285714285715,58.163809523809526
296,Retail,56,1251.53,339.0009523809524,6.4576190476190485,63.21523809523809
297,Retail,57,927.0076190476191,268.447619047619,3.174285714285714,64.36
298,Retail,58,1046.6742857142858,304.18428571428575,4.964761904761905,60.89904761904762
299,Retail,59,1052.1057142857144,264.6276190476191,5.532380952380952,63.47666666666667
300,Retail,60,1141.0419047619048,285.08952380952377,4.201904761904761,62.777142857142856
301,Technology,1,1071.9015384615386,286.63153846153847,4.899230769230769,66.33846153846153
302,Technology,2,1219.32,348.76461538461535,6.404615384615384,63.473076923076924
303,Technology,3,1122.6984615384615,291.12076923076927,5.319999999999999,70.41923076923078
304,Technology,4,767.8715384615384,234.40230769230772,5.17,63.59538461538462
305,Technology,5,1248.623076923077,298.5792307692308,6.441538461538461,68.87076923076924
306,Technology,6,1240.6153846153845,322.38384615384615,5.642307692307692,63.136923076923075
307,Technology,7,1083.4615384615386,278.44615384615383,6.004615384615385,60.933846153846154
308,Technology,8,1255.4461538461537,349.47076923076924,6.186923076923078,58.885384615384616
309,Technology,9,954.2992307692307,241.19384615384615,6.0,62.93615384615384
310,Technology,10,806.3892307692307,194.4069230769231,7.196923076923077,63.03923076923077
311,Technology,11,1006.8430769230769,288.8369230769231,4.878461538461538,64.32615384615384
312,Technology,12,1040.6238461538462,288.7107692307692,5.393076923076923,65.5646153846154
313,Technology,13,1046.62,262.8284615384615,6.237692307692308,61.07769230769231
314,Technology,14,1250.5523076923077,285.8730769230769,6.819999999999999,62.103846153846156
315,Technology,15,1453.4469230769232,416.26615384615377,5.718461538461539,63.77461538461539
316,Technology,16,1133.326923076923,305.8292307692308,4.92076923076923,61.99384615384615
317,Technology,17,1181.5084615384617,306.8953846153846,5.200769230769231,61.553076923076915
318,Technology,18,1085.6853846153847,303.58923076923077,5.473846153846154,60.12307692307692
319,Technology,19,1210.676923076923,347.5538461538462,4.725384615384615,62.34461538461539
320,Technology,20,538.4453846153846,145.22,5.565384615384615,63.854615384615386
321,Technology,21,1212.440769230769,329.4838461538462,6.6984615384615385,63.70384615384615
322,Technology,22,950.8115384615386,284.41846153846154,4.190769230769231,60.41153846153846
323,Technology,23,1171.7453846153846,292.4276923076923,4.571538461538461,62.160000000000004
324,Technology,24,1138.4023076923077,265.48846153846154,6.177692307692308,62.20692307692308
325,Technology,25,1270.7915384615385,364.08846153846156,6.096153846153846,61.62538461538462
326,Technology,26,1135.8500000000001,333.8861538461539,3.9923076923076923,61.465384615384615
327,Technology,27,935.336923076923,313.78769230769234,3.3984615384615386,66.05307692307692
328,Technology,28,1092.4715384615383,267.3530769230769,4.019230769230769,60.439230769230775
329,Technology,29,893.9423076923077,269.4623076923077,7.01,65.94076923076923
330,Technology,30,1132.1215384615384,260.43692307692305,5.423076923076923,66.37615384615384
331,Technology,31,956.7892307692308,247.67461538461538,5.452307692307692,67.49692307692308
332,Technology,32,1031.3223076923077,305.4630769230769,7.418461538461538,64.84769230769231
333,Technology,33,821.9369230769231,207.27307692307693,5.144615384615384,65.25076923076924
334,Technology,34,1010.2815384615385,316.94615384615383,7.525384615384615,65.79538461538462
335,Technology,35,902.9761538461539,237.03615384615387,5.546153846153846,65.21000000000001
336,Technology,36,952.5469230769231,255.63230769230768,6.177692307692308,69.7776923076923
337,Technology,37,733.1984615384615,206.7446153846154,6.828461538461538,64.38923076923076
338,Technology,38,1052.4007692307691,275.36,4.566923076923077,67.8623076923077
339,Technology,39,548.8169230769231,148.76384615384612,5.935384615384615,65.89538461538461
340,Technology,40,1037.69,262.76384615384615,6.2446153846153845,62.83153846153846
341,Technology,41,1198.856923076923,321.91692307692307,5.690769230769231,59.80538461538462
342,Technology,42,1030.9261538461537,309.7830769230769,6.1899999999999995,61.58384615384615
343,Technology,43,954.9576923076924,284.29692307692306,7.3730769230769235,61.20461538461538
344,Technology,44,841.7769230769231,253.86615384615385,4.25076923076923,63.96692307692308
345,Technology,45,823.8499999999999,233.03769230769228,5.720769230769231,64.83307692307692
346,Technology,46,1211.7546153846154,332.6307692307692,4.585384615384616,62.83461538461539
347,Technology,47,1117.6992307692308,317.4853846153846,4.937692307692307,67.57230769230769
348,Technology,48,1228.9892307692307,359.3961538461538,6.203076923076923,61.90923076923077
349,Technology,49,1189.3884615384616,349.4453846153846,6.212307692307691,62.097692307692306
350,Technology,50,1008.4138461538461,294.78846153846155,5.366923076923077,61.88307692307693
351,Technology,51,827.2461538461539,232.61846153846153,5.883076923076923,64.83769230769231
352,Technology,52,907.103076923077,211.9476923076923,5.981538461538462,61.402307692307694
353,Technology,53,833.7415384615384,262.7353846153846,5.855384615384616,65.58769230769231
354,Technology,54,1118.616923076923,297.61923076923074,3.2430769230769227,59.42153846153846
355,Technology,55,1161.346923076923,376.56307692307695,4.271538461538461,58.71153846153846
356,Technology,56,1344.2476923076924,385.3307692307692,5.037692307692307,57.893076923076926
357,Technology,57,828.7930769230769,233.00615384615384,6.453846153846154,60.63923076923077
358,Technology,58,1235.0007692307693,268.47076923076924,7.037692307692309,64.20538461538462
359,Technology,59,1109.5707692307692,268.1761538461538,6.314615384615385,64.90307692307692
360,Technology,60,1136.9153846153845,297.0684615384616,6.9715384615384615,64.21692307692308
361,Utilities,1,1223.1953846153845,329.2538461538461,6.759230769230769,66.75307692307692
362,Utilities,2,833.4430769230769,198.79615384615383,4.426923076923076,63.81153846153846
363,Utilities,3,602.0530769230769,178.00538461538463,7.596153846153846,62.17307692307692
364,Utilities,4,1264.9392307692308,345.5615384615385,5.338461538461539,67.10846153846154
