RecordID,CompanyID,PeriodID,Revenue,OperatingCost,NetProfit,Assets,Liabilities
150,CMP0003,30,1075.85,651.38,424.4699999999999,2219.4,1743.02
151,CMP0003,31,391.73,290.4,101.33000000000004,706.33,557.15
152,CMP0003,32,810.89,660.9,149.99,1735.03,740.97
153,CMP0003,33,1484.27,1043.35,440.9200000000001,3037.21,1877.52
154,CMP0003,34,505.73,399.12,106.61000000000001,948.35,457.06
155,CMP0003,35,148.84,123.14,25.700000000000003,282.84,169.46
156,CMP0003,36,1396.11,1039.26,356.8499999999999,2827.06,2033.12
157,CMP0003,37,1590.93,1345.74,245.19000000000005,2200.14,1057.84
158,CMP0003,38,1789.5,1506.37,283.1300000000001,3119.26,2475.58
159,CMP0003,39,1789.37,1471.87,317.5,2331.96,1615.11
160,CMP0003,40,603.72,436.82,166.90000000000003,1374.5,734.1
161,CMP0003,41,1174.59,887.09,287.4999999999999,1947.57,1434.54
162,CMP0003,42,252.06,165.55,86.50999999999999,576.75,295.13
163,CMP0003,43,1632.12,1250.61,381.51,2510.81,1915.44
164,CMP0003,44,690.63,542.13,148.5,1653.02,846.37
165,CMP0003,45,1875.42,1257.24,618.1800000000001,4378.32,1948.49
166,CMP0003,46,845.9,664.71,181.18999999999994,1068.02,812.93
167,CMP0003,47,1649.84,1400.48,249.3599999999999,3815.1,2321.79
168,CMP0003,48,1770.95,1291.66,479.28999999999996,3116.09,1641.49
169,CMP0003,49,851.66,620.09,231.56999999999994,1137.39,629.89
170,CMP0003,50,182.48,131.04,51.44,229.8,104.79
171,CMP0003,51,462.96,278.66,184.29999999999995,687.4,285.06
172,CMP0003,52,908.97,571.25,337.72,1498.7,903.66
173,CMP0003,53,1126.31,876.84,249.4699999999999,2241.67,1174.07
174,CMP0003,54,316.16,198.75,117.41000000000003,537.15,312.89
175,CMP0003,55,2584.39,1784.47,799.9199999999998,5095.79,2058.97
176,CMP0003,56,148.62,89.61,59.010000000000005,259.88,134.62
177,CMP0003,57,1528.6,1081.46,447.1399999999999,3171.63,1618.01
178,CMP0003,58,1137.61,788.13,349.4799999999999,2254.06,1537.8
179,CMP0003,59,399.33,303.18,96.14999999999998,656.01,281.22
180,CMP0003,60,728.81,525.76,203.04999999999995,900.66,542.36
181,CMP0004,1,705.19,581.8,123.3900000000001,952.7,745.36
182,CMP0004,2,444.15,326.61,117.53999999999996,621.98,386.55
183,CMP0004,3,130.24,109.61,20.63000000000001,250.71,135.11
184,CMP0004,4,2358.07,1780.73,577.3400000000001,3446.8,1923.5
185,CMP0004,5,992.59,792.64,199.95000000000005,1546.95,1161.51
186,CMP0004,6,592.18,468.09,124.08999999999997,1008.19,609.46
187,CMP0004,7,1605.79,1322.0,283.78999999999996,2057.33,1549.96
188,CMP0004,8,1131.58,763.65,367.92999999999995,1885.59,1360.97
189,CMP0004,9,761.72,484.23,277.49,1660.14,1174.66
190,CMP0004,10,697.23,479.14,218.09000000000003,937.28,677.93
191,CMP0004,11,1523.04,941.58,581.4599999999999,2625.32,1360.22
192,CMP0004,12,1196.85,1011.03,185.81999999999994,2375.2,1290.03
193,CMP0004,13,157.99,122.99,35.000000000000014,358.53,258.71
194,CMP0004,14,298.57,235.02,63.54999999999998,481.55,192.65
195,CMP0004,15,422.44,264.22,158.21999999999997,704.76,358.13
196,CMP0004,16,2085.53,1508.78,576.7500000000002,3553.63,2320.82
197,CMP0004,17,1302.85,816.03,486.81999999999994,2887.6,1899.06
198,CMP0004,18,678.51,537.31,141.20000000000005,1181.6,861.24
199,CMP0004,19,975.42,744.16,231.26,2107.08,1108.85
200,CMP0004,20,212.96,142.02,70.94,486.85,197.6
201,CMP0004,21,1083.04,775.48,307.55999999999995,2656.21,1613.95
202,CMP0004,22,158.89,100.11,58.77999999999999,245.53,99.94
203,CMP0004,23,1595.34,1139.87,455.47,2739.85,1427.92
204,CMP0004,24,1931.83,1624.07,307.76,2508.07,1370.09
205,CMP0004,25,1002.01,770.08,231.92999999999995,1540.97,829.16
206,CMP0004,26,86.11,54.56,31.549999999999997,210.57,128.84
207,CMP0004,27,945.97,606.78,339.19000000000005,1683.07,814.06
208,CMP0004,28,246.83,175.06,71.77000000000001,486.66,208.89
209,CMP0004,29,1062.99,828.69,234.29999999999995,1617.38,1061.4
210,CMP0004,30,486.38,330.94,155.44,1119.87,774.44
211,CMP0004,31,510.77,402.78,107.99000000000001,1222.76,954.21
212,CMP0004,32,559.14,366.36,192.77999999999997,699.27,289.78
213,CMP0004,33,820.45,564.69,255.76,1938.17,1509.03
214,CMP0004,34,574.36,374.35,200.01,742.36,317.44
215,CMP0004,35,1118.05,915.65,202.39999999999998,2125.22,1090.21
216,CMP0004,36,137.33,90.31,47.02000000000001,165.06,114.18
217,CMP0004,37,904.1,583.51,320.59000000000003,1520.9,1157.06
218,CMP0004,38,851.89,677.39,174.5,1668.77,1303.12
219,CMP0004,39,330.69,275.54,55.14999999999998,752.57,510.91
220,CMP0004,40,1359.85,930.0,429.8499999999999,3361.66,2496.42
221,CMP0004,41,1253.12,759.76,493.3599999999999,2870.52,1161.32
222,CMP0004,42,1941.47,1513.6,427.8700000000001,4506.99,2125.96
223,CMP0004,43,724.64,579.11,145.52999999999997,1105.52,718.53
224,CMP0004,44,446.85,337.52,109.33000000000004,730.27,506.14
225,CMP0004,45,241.2,183.42,57.78,499.99,326.45
226,CMP0004,46,1982.01,1278.08,703.9300000000001,4879.47,2172.93
227,CMP0004,47,233.19,156.67,76.52000000000001,478.92,377.11
228,CMP0004,48,783.97,473.34,310.63000000000005,1924.27,962.82
229,CMP0004,49,1776.37,1326.76,449.6099999999999,3750.77,2520.69
230,CMP0004,50,1982.83,1674.01,308.81999999999994,2642.04,1065.61
231,CMP0004,51,1481.54,1116.08,365.46000000000004,3006.04,1493.43
232,CMP0004,52,367.92,226.5,141.42000000000002,661.01,458.14
233,CMP0004,53,1085.61,818.76,266.8499999999999,2351.16,1634.45
234,CMP0004,54,872.97,695.62,177.35000000000002,1563.18,1019.35
235,CMP0004,55,1427.44,864.28,563.1600000000001,2271.57,1365.33
236,CMP0004,56,544.7,336.42,208.28000000000003,785.1,522.63
237,CMP0004,57,384.55,264.74,119.81,875.67,626.73
238,CMP0004,58,1643.33,1213.34,429.99,3046.85,1455.01
239,CMP0004,59,284.77,220.27,64.49999999999997,426.72,190.75
240,CMP0004,60,107.32,67.22,40.099999999999994,159.81,97.11
241,CMP0005,1,473.27,334.71,138.56,900.72,611.2
242,CMP0005,2,230.62,157.81,72.81,319.57,216.29
243,CMP0005,3,1584.22,1172.59,411.6300000000001,3195.3,2158.27
244,CMP0005,4,1357.75,967.84,389.90999999999997,1953.09,1449.17
245,CMP0005,5,208.45,153.3,55.14999999999998,512.47,218.63
246,CMP0005,6,574.84,398.44,176.40000000000003,741.16,406.03
247,CMP0005,7,1101.72,679.34,422.38,2419.89,1532.97
248,CMP0005,8,1309.54,1077.23,232.30999999999995,2848.21,2174.01
249,CMP0005,9,703.97,457.98,245.99,1131.97,562.14
250,CMP0005,10,954.09,762.38,191.71000000000004,1482.21,1003.37
251,CMP0005,11,279.55,213.99,65.56,631.62,449.21
252,CMP0005,12,655.42,399.64,255.77999999999997,1354.69,716.92
253,CMP0005,13,451.51,281.62,169.89,1128.13,598.65
254,CMP0005,14,343.06,273.05,70.00999999999999,664.18,348.77
255,CMP0005,15,2233.9,1689.17,544.73,5191.05,3295.15
256,CMP0005,16,1370.12,894.56,475.55999999999995,3417.52,2708.2
257,CMP0005,17,1619.67,1039.57,580.1000000000001,2997.15,2027.13
258,CMP0005,18,2298.03,1859.89,438.1400000000001,3264.69,1330.88
259,CMP0005,19,687.87,511.19,176.68,1073.16,824.75
260,CMP0005,20,828.01,675.45,152.55999999999995,1947.41,932.15
261,CMP0005,21,2646.83,1629.38,1017.4499999999998,4329.85,1848.01
262,CMP0005,22,473.96,316.2,157.76,630.97,294.66
263,CMP0005,23,500.69,316.65,184.04000000000002,767.76,416.22
264,CMP0005,24,390.64,263.92,126.71999999999997,754.88,544.66
265,CMP0005,25,111.31,89.67,21.64,141.82,80.47
266,CMP0005,26,1028.35,667.18,361.16999999999996,1888.27,1315.48
267,CMP0005,27,820.63,532.67,287.96000000000004,1999.78,940.29
268,CMP0005,28,1445.43,934.21,511.22,2258.1,1100.79
269,CMP0005,29,682.03,424.06,257.96999999999997,1312.1,968.39
270,CMP0005,30,696.46,548.51,147.95000000000005,973.42,567.82
271,CMP0005,31,540.95,387.63,153.32000000000005,1184.0,546.77
272,CMP0005,32,442.33,333.42,108.90999999999997,1054.42,636.81
273,CMP0005,33,78.75,48.23,30.520000000000003,168.68,75.0
274,CMP0005,34,264.21,203.27,60.93999999999997,511.38,394.61
275,CMP0005,35,870.23,579.9,290.33000000000004,1736.02,1165.56
276,CMP0005,36,2437.72,2066.03,371.6899999999996,3913.62,2097.66
277,CMP0005,37,542.32,456.64,85.68000000000006,965.72,580.02
278,CMP0005,38,1182.49,828.45,354.03999999999996,2778.81,2106.96
279,CMP0005,39,980.0,658.55,321.45000000000005,1803.85,937.96
280,CMP0005,40,1736.08,1397.97,338.1099999999999,3362.07,2228.42
281,CMP0005,41,827.14,699.05,128.09000000000003,1223.43,522.27
282,CMP0005,42,1297.36,1043.97,253.38999999999987,3215.68,1620.28
283,CMP0005,43,305.01,227.05,77.95999999999998,508.44,370.87
284,CMP0005,44,141.99,115.04,26.950000000000003,211.23,116.68
285,CMP0005,45,2063.08,1254.69,808.3899999999999,3751.25,2112.33
286,CMP0005,46,379.86,290.76,89.10000000000002,493.76,267.55
287,CMP0005,47,204.55,157.29,47.26000000000002,420.47,179.98
288,CMP0005,48,966.21,701.09,265.12,2078.25,1627.78
289,CMP0005,49,2442.63,1727.22,715.4100000000001,5253.96,3834.28
290,CMP0005,50,567.42,413.38,154.03999999999996,908.44,571.61
291,CMP0005,51,2066.19,1655.76,410.43000000000006,5022.46,2813.0
292,CMP0005,52,201.21,136.18,65.03,384.39,217.9
293,CMP0005,53,191.77,126.27,65.50000000000001,236.03,173.24
294,CMP0005,54,74.69,45.35,29.339999999999996,146.26,59.17
295,CMP0005,55,432.42,357.21,75.21000000000004,729.55,452.28
296,CMP0005,56,1805.75,1235.79,569.96,4210.82,1825.01
297,CMP0005,57,1190.62,954.11,236.50999999999988,2605.33,1202.52
298,CMP0005,58,604.99,460.02,144.97000000000003,930.34,701.88
299,CMP0005,59,1223.55,781.95,441.5999999999999,2642.06,1437.78
300,CMP0005,60,2039.08,1664.96,374.1199999999999,3214.14,1886.93
301,CMP0006,1,2397.57,1771.92,625.6500000000001,5306.71,2157.07
302,CMP0006,2,737.62,502.38,235.24,1533.83,978.12
303,CMP0006,3,1678.17,1320.33,357.84000000000015,2490.95,1056.11
304,CMP0006,4,1631.03,984.2,646.8299999999999,2130.25,1072.45
305,CMP0006,5,2875.31,2084.8,790.5099999999998,3709.76,1617.27
306,CMP0006,6,1297.17,1035.2,261.97,2697.17,1812.1
307,CMP0006,7,1656.63,1224.49,432.1400000000001,2726.07,1237.17
308,CMP0006,8,1146.89,761.1,385.7900000000001,1395.5,859.8
309,CMP0006,9,731.23,456.1,275.13,1176.84,516.23
310,CMP0006,10,1048.51,734.67,313.84000000000003,2174.88,1463.43
311,CMP0006,11,1531.54,1198.53,333.01,3070.62,1457.49
312,CMP0006,12,1899.39,1417.69,481.70000000000005,3616.03,1570.85
313,CMP0006,13,284.84,188.87,95.96999999999997,455.77,294.18
314,CMP0006,14,530.4,365.79,164.60999999999996,1264.87,516.54
315,CMP0006,15,496.61,414.02,82.59000000000003,757.9,339.67
316,CMP0006,16,883.16,555.32,327.8399999999999,2073.89,1173.68
317,CMP0006,17,2309.99,1721.95,588.0399999999997,3977.57,2128.93
318,CMP0006,18,1309.44,898.76,410.68000000000006,2938.27,1810.3
319,CMP0006,19,713.01,595.29,117.72000000000003,1555.56,987.24
320,CMP0006,20,2134.57,1590.6,543.9700000000003,5158.65,3450.62
321,CMP0006,21,599.43,456.16,143.26999999999992,1016.18,428.65
322,CMP0006,22,780.24,624.15,156.09000000000003,1498.91,1094.76
323,CMP0006,23,690.63,446.29,244.33999999999997,882.25,566.18
324,CMP0006,24,385.92,236.49,149.43,662.68,400.71
325,CMP0006,25,1552.25,1147.84,404.4100000000001,3799.49,1593.8
326,CMP0006,26,1468.28,943.33,524.9499999999999,2004.24,900.53
327,CMP0006,27,630.45,378.93,251.52000000000004,1306.02,857.7
328,CMP0006,28,2798.14,1899.49,898.6499999999999,4787.87,2368.89
329,CMP0006,29,174.06,138.48,35.58000000000001,433.46,215.11
330,CMP0006,30,2211.13,1558.85,652.2800000000002,4315.83,3163.7
331,CMP0006,31,906.02,574.24,331.78,1882.79,1051.35
332,CMP0006,32,729.29,513.86,215.42999999999995,1214.38,774.18
333,CMP0006,33,201.32,149.17,52.150000000000006,309.93,210.13
334,CMP0006,34,989.51,665.0,324.51,1195.73,715.64
335,CMP0006,35,343.71,241.23,102.47999999999999,645.42,489.63
336,CMP0006,36,1004.57,746.43,258.1400000000001,1441.58,731.63
337,CMP0006,37,141.08,94.64,46.44000000000001,242.71,175.9
338,CMP0006,38,3016.44,2309.86,706.5799999999999,6282.6,4854.54
339,CMP0006,39,503.35,410.12,93.23000000000002,931.24,623.89
340,CMP0006,40,1255.37,998.61,256.7599999999999,2756.31,1865.09
341,CMP0006,41,840.24,639.68,200.56000000000006,1822.3,898.19
342,CMP0006,42,1620.73,1359.91,260.81999999999994,2738.51,1467.01
343,CMP0006,43,560.33,432.9,127.43000000000006,1360.78,915.83
344,CMP0006,44,2358.12,1858.1,500.02,5318.81,4139.63
345,CMP0006,45,1651.29,1341.3,309.99,2804.58,1310.61
346,CMP0006,46,1942.49,1216.68,725.81,4449.29,2973.93
347,CMP0006,47,193.81,146.88,46.93000000000001,300.74,150.22
348,CMP0006,48,1112.26,763.04,349.22,2087.39,1202.89
349,CMP0006,49,726.19,512.36,213.83000000000004,1612.57,771.27
350,CMP0006,50,878.48,602.86,275.62,1116.68,537.9
351,CMP0006,51,343.42,285.79,57.629999999999995,604.31,270.52
352,CMP0006,52,2736.88,1875.61,861.2700000000002,4864.64,3260.45
353,CMP0006,53,1093.97,927.72,166.25,2532.31,1111.55
354,CMP0006,54,1279.97,789.8,490.1700000000001,1847.33,1149.45
355,CMP0006,55,206.93,140.73,66.20000000000002,292.51,208.64
356,CMP0006,56,1334.35,856.92,477.42999999999995,3082.52,1249.32
357,CMP0006,57,476.34,332.64,143.7,908.82,421.65
358,CMP0006,58,294.23,204.3,89.93,511.25,212.64
359,CMP0006,59,2130.85,1336.41,794.4399999999998,5275.21,2915.33
360,CMP0006,60,2419.52,1493.47,926.05,3956.46,2079.05
361,CMP0007,1,362.68,275.89,86.79000000000002,718.55,487.49
362,CMP0007,2,2470.71,1498.08,972.6300000000001,5181.23,2727.61
363,CMP0007,3,184.41,124.83,59.58,443.3,205.99
364,CMP0007,4,316.19,249.78,66.41,518.7,405.01
365,CMP0007,5,1448.44,992.95,455.49,3548.7,2050.94
366,CMP0007,6,815.06,650.81,164.25,1975.13,1282.42
367,CMP0007,7,742.94,563.66,179.2800000000001,1071.58,749.84
368,CMP0007,8,1420.47,1021.0,399.47,3362.74,2051.34
369,CMP0007,9,2398.7,1942.41,456.28999999999974,4595.57,2119.74
370,CMP0007,10,1192.44,958.65,233.79000000000008,2356.86,1313.84
371,CMP0007,11,284.0,220.57,63.43000000000001,538.45,352.22
372,CMP0007,12,940.97,625.49,315.48,1193.78,824.23
373,CMP0007,13,1302.06,973.85,328.2099999999999,1887.51,1258.35
374,CMP0007,14,2570.3,1823.45,746.8500000000001,4009.1,2498.75
375,CMP0007,15,1181.49,712.44,469.04999999999995,2266.88,1578.35
376,CMP0007,16,781.3,506.86,274.43999999999994,1450.39,1026.15
377,CMP0007,17,251.42,167.35,84.07,439.54,182.84
378,CMP0007,18,427.65,287.08,140.57,863.85,502.99
379,CMP0007,19,2344.37,1553.0,791.3699999999999,3859.44,2859.15
380,CMP0007,20,286.18,212.89,73.29000000000002,390.34,246.96
381,CMP0007,21,846.14,571.35,274.78999999999996,1217.81,855.61
382,CMP0007,22,1741.23,1133.34,607.8900000000001,3830.32,2184.06
383,CMP0007,23,1053.45,850.55,202.9000000000001,1447.23,1120.38
384,CMP0007,24,1687.28,1323.9,363.3799999999999,2164.67,1201.15
385,CMP0007,25,2137.26,1378.88,758.3800000000001,5197.8,2533.97
386,CMP0007,26,195.7,125.64,70.05999999999999,325.1,182.05
387,CMP0007,27,1490.57,897.08,593.4899999999999,3129.06,2079.38
388,CMP0007,28,1343.88,959.83,384.05000000000007,2442.69,1354.28
389,CMP0007,29,825.72,666.04,159.68000000000006,1589.51,670.53
390,CMP0007,30,447.39,321.18,126.20999999999998,669.17,312.15
391,CMP0007,31,690.42,446.06,244.35999999999996,863.83,353.08
392,CMP0007,32,134.22,95.06,39.16,254.51,150.36
393,CMP0007,33,509.49,427.83,81.66000000000003,705.98,446.13
394,CMP0007,34,451.93,300.4,151.53000000000003,728.24,316.63
395,CMP0007,35,1482.6,985.05,497.54999999999995,2646.33,1792.0
396,CMP0007,36,1953.9,1467.01,486.8900000000001,2921.94,1804.34
397,CMP0007,37,618.49,491.97,126.51999999999998,1131.48,811.96
398,CMP0007,38,123.05,87.54,35.50999999999999,302.34,190.01
399,CMP0007,39,88.65,72.41,16.24000000000001,134.5,105.81
