PriceID,CompanyID,PeriodID,ClosingPrice,MarketCap
75,CMP0004,15,32.54,1.33
76,CMP0004,16,30.61,1.54
77,CMP0004,17,39.94,1.69
78,CMP0004,18,35.27,1.59
79,CMP0004,19,27.06,1.14
80,CMP0004,20,51.89,2.71
81,CMP0005,1,13.07,0.82
82,CMP0005,2,18.36,0.87
83,CMP0005,3,19.1,1.14
84,CMP0005,4,13.85,0.87
85,CMP0005,5,7.68,0.45
86,CMP0005,6,14.82,0.84
87,CMP0005,7,15.16,0.64
88,CMP0005,8,15.85,0.75
89,CMP0005,9,24.89,1.02
90,CMP0005,10,30.21,1.22
91,CMP0005,11,12.48,0.54
92,CMP0005,12,27.59,1.44
93,CMP0005,13,22.45,1.33
94,CMP0005,14,25.19,1.1
95,CMP0005,15,14.54,0.74
96,CMP0005,16,9.9,0.57
97,CMP0005,17,13.4,0.82
98,CMP0005,18,20.44,1.32
99,CMP0005,19,22.95,1.03
100,CMP0005,20,19.88,1.15
101,CMP0006,1,19.46,0.78
102,CMP0006,2,20.03,1.17
103,CMP0006,3,14.3,0.82
104,CMP0006,4,15.26,0.84
105,CMP0006,5,14.77,0.7
106,CMP0006,6,12.85,0.8
107,CMP0006,7,16.67,0.67
108,CMP0006,8,12.39,0.56
109,CMP0006,9,26.39,1.11
110,CMP0006,10,14.68,0.68
111,CMP0006,11,26.49,1.15
112,CMP0006,12,16.99,0.87
113,CMP0006,13,17.12,0.91
114,CMP0006,14,11.39,0.76
115,CMP0006,15,17.83,0.77
116,CMP0006,16,15.81,0.78
117,CMP0006,17,26.26,1.13
118,CMP0006,18,26.14,1.47
119,CMP0006,19,9.17,0.6
120,CMP0006,20,20.89,1.1
121,CMP0007,1,5.15,0.22
122,CMP0007,2,11.78,0.57
123,CMP0007,3,8.59,0.46
124,CMP0007,4,9.66,0.48
125,CMP0007,5,7.29,0.4
126,CMP0007,6,9.74,0.6
127,CMP0007,7,10.22,0.44
128,CMP0007,8,4.38,0.29
129,CMP0007,9,4.97,0.32
130,CMP0007,10,5.38,0.27
131,CMP0007,11,13.11,0.59
132,CMP0007,12,8.24,0.33
133,CMP0007,13,7.1,0.37
134,CMP0007,14,11.43,0.58
135,CMP0007,15,4.05,0.26
136,CMP0007,16,6.49,0.39
137,CMP0007,17,12.92,0.57
138,CMP0007,18,11.83,0.49
139,CMP0007,19,9.02,0.39
140,CMP0007,20,12.92,0.52
141,CMP0008,1,38.95,1.78
142,CMP0008,2,17.78,0.94
143,CMP0008,3,24.62,1.1
144,CMP0008,4,45.89,2.19
145,CMP0008,5,35.28,1.71
146,CMP0008,6,45.49,2.06
147,CMP0008,7,51.66,2.41
148,CMP0008,8,21.68,1.16
149,CMP0008,9,26.26,1.18
150,CMP0008,10,41.73,2.66
151,CMP0008,11,30.11,1.96
152,CMP0008,12,39.01,2.51
153,CMP0008,13,23.25,1.35
154,CMP0008,14,31.33,1.98
155,CMP0008,15,30.19,1.95
156,CMP0008,16,56.51,2.38
157,CMP0008,17,48.31,2.84
158,CMP0008,18,32.93,1.5
159,CMP0008,19,56.89,2.47
160,CMP0008,20,44.61,2.2
161,CMP0009,1,30.95,1.67
162,CMP0009,2,22.93,1.18
163,CMP0009,3,27.55,1.76
164,CMP0009,4,18.64,1.22
165,CMP0009,5,35.97,1.52
166,CMP0009,6,33.49,1.87
167,CMP0009,7,18.11,0.92
168,CMP0009,8,37.96,1.59
169,CMP0009,9,23.14,0.96
170,CMP0009,10,52.76,2.21
171,CMP0009,11,44.29,2.11
172,CMP0009,12,32.45,1.31
173,CMP0009,13,19.81,1.08
174,CMP0009,14,29.0,1.44
175,CMP0009,15,58.23,2.37
176,CMP0009,16,23.61,1.46
177,CMP0009,17,50.36,2.12
178,CMP0009,18,34.17,1.65
179,CMP0009,19,45.15,1.96
180,CMP0009,20,37.42,2.0
181,CMP0010,1,31.33,1.68
182,CMP0010,2,18.11,0.96
183,CMP0010,3,35.59,1.45
184,CMP0010,4,29.21,1.62
185,CMP0010,5,30.67,1.54
186,CMP0010,6,33.8,1.37
187,CMP0010,7,24.21,1.23
188,CMP0010,8,39.74,1.99
189,CMP0010,9,41.74,1.78
190,CMP0010,10,35.26,2.16
191,CMP0010,11,57.7,2.58
192,CMP0010,12,23.43,1.23
193,CMP0010,13,28.69,1.85
194,CMP0010,14,28.91,1.46
195,CMP0010,15,28.76,1.65
196,CMP0010,16,31.45,1.92
197,CMP0010,17,41.88,2.31
198,CMP0010,18,46.44,1.88
199,CMP0010,19,45.63,2.54
200,CMP0010,20,26.88,1.44
201,CMP0011,1,14.53,0.81
202,CMP0011,2,10.17,0.54
203,CMP0011,3,8.53,0.43
204,CMP0011,4,9.59,0.42
205,CMP0011,5,27.24,1.19
206,CMP0011,6,12.19,0.78
207,CMP0011,7,23.18,1.09
208,CMP0011,8,8.21,0.5
209,CMP0011,9,16.16,0.84
210,CMP0011,10,28.07,1.27
211,CMP0011,11,30.02,1.22
212,CMP0011,12,11.23,0.54
213,CMP0011,13,11.87,0.78
214,CMP0011,14,12.93,0.68
215,CMP0011,15,16.36,0.68
216,CMP0011,16,19.36,0.96
217,CMP0011,17,18.74,1.11
218,CMP0011,18,26.2,1.15
219,CMP0011,19,14.78,0.82
220,CMP0011,20,13.9,0.74
221,CMP0012,1,11.04,0.61
222,CMP0012,2,16.72,0.85
223,CMP0012,3,13.77,0.62
224,CMP0012,4,10.63,0.7
225,CMP0012,5,14.78,0.72
226,CMP0012,6,8.73,0.41
227,CMP0012,7,7.55,0.48
228,CMP0012,8,16.1,0.76
229,CMP0012,9,14.04,0.87
230,CMP0012,10,7.83,0.44
231,CMP0012,11,6.96,0.46
232,CMP0012,12,9.59,0.39
233,CMP0012,13,16.29,0.86
234,CMP0012,14,9.41,0.49
235,CMP0012,15,8.61,0.49
236,CMP0012,16,18.55,0.91
237,CMP0012,17,14.52,0.61
238,CMP0012,18,15.05,0.96
239,CMP0012,19,13.12,0.61
240,CMP0012,20,10.0,0.57
241,CMP0013,1,9.03,0.48
242,CMP0013,2,16.66,1.0
243,CMP0013,3,14.5,0.61
244,CMP0013,4,9.68,0.56
245,CMP0013,5,27.34,1.28
246,CMP0013,6,18.87,1.11
247,CMP0013,7,24.24,1.04
248,CMP0013,8,12.05,0.64
249,CMP0013,9,17.25,0.95
250,CMP0013,10,8.46,0.49
251,CMP0013,11,15.55,0.72
252,CMP0013,12,25.46,1.07
253,CMP0013,13,24.75,1.23
254,CMP0013,14,20.82,1.14
255,CMP0013,15,14.86,0.68
256,CMP0013,16,33.29,1.39
257,CMP0013,17,13.0,0.84
258,CMP0013,18,12.35,0.55
259,CMP0013,19,25.87,1.37
260,CMP0013,20,28.12,1.22
261,CMP0014,1,16.81,0.79
262,CMP0014,2,21.94,1.0
263,CMP0014,3,19.96,1.08
264,CMP0014,4,19.44,0.84
265,CMP0014,5,20.83,1.31
266,CMP0014,6,27.6,1.22
267,CMP0014,7,10.16,0.59
268,CMP0014,8,20.42,1.02
269,CMP0014,9,28.1,1.35
270,CMP0014,10,12.64,0.64
271,CMP0014,11,16.19,0.66
272,CMP0014,12,14.99,0.72
273,CMP0014,13,12.82,0.62
274,CMP0014,14,15.37,0.65
275,CMP0014,15,14.28,0.82
276,CMP0014,16,27.48,1.45
277,CMP0014,17,26.19,1.12
278,CMP0014,18,28.31,1.5
279,CMP0014,19,26.6,1.17
280,CMP0014,20,23.53,1.0
281,CMP0015,1,23.73,1.41
282,CMP0015,2,22.52,1.04
283,CMP0015,3,36.37,1.51
284,CMP0015,4,24.9,1.23
285,CMP0015,5,30.24,1.24
286,CMP0015,6,15.87,0.76
287,CMP0015,7,22.89,0.94
288,CMP0015,8,21.56,1.16
289,CMP0015,9,22.83,1.33
290,CMP0015,10,21.55,1.06
291,CMP0015,11,35.71,1.46
292,CMP0015,12,16.14,1.01
293,CMP0015,13,19.14,0.8
294,CMP0015,14,24.01,1.07
295,CMP0015,15,29.27,1.67
296,CMP0015,16,36.45,1.48
297,CMP0015,17,32.29,1.5
298,CMP0015,18,13.13,0.79
299,CMP0015,19,26.52,1.62
300,CMP0015,20,20.43,1.35
301,CMP0016,1,22.12,1.43
302,CMP0016,2,23.82,1.0
303,CMP0016,3,21.34,1.15
304,CMP0016,4,39.98,1.67
305,CMP0016,5,27.24,1.25
306,CMP0016,6,27.59,1.43
307,CMP0016,7,19.34,0.81
308,CMP0016,8,34.08,1.64
309,CMP0016,9,39.68,1.69
310,CMP0016,10,24.42,1.27
311,CMP0016,11,19.04,0.91
312,CMP0016,12,36.4,1.67
313,CMP0016,13,27.19,1.48
314,CMP0016,14,18.22,1.2
315,CMP0016,15,13.91,0.77
316,CMP0016,16,32.14,1.77
317,CMP0016,17,17.21,1.13
318,CMP0016,18,34.37,1.68
319,CMP0016,19,40.34,1.68
320,CMP0016,20,29.02,1.2
321,CMP0017,1,15.1,0.75
322,CMP0017,2,15.77,0.73
323,CMP0017,3,13.8,0.73
324,CMP0017,4,21.58,1.06
325,CMP0017,5,22.62,1.08
326,CMP0017,6,15.7,0.71
327,CMP0017,7,15.26,0.66
328,CMP0017,8,15.49,0.8
329,CMP0017,9,22.96,1.09
330,CMP0017,10,15.84,0.95
331,CMP0017,11,7.32,0.47
332,CMP0017,12,21.88,1.02
333,CMP0017,13,9.53,0.63
334,CMP0017,14,28.68,1.37
335,CMP0017,15,11.75,0.66
336,CMP0017,16,23.74,1.41
337,CMP0017,17,20.11,0.98
338,CMP0017,18,31.27,1.3
339,CMP0017,19,15.84,0.71
340,CMP0017,20,24.04,1.21
341,CMP0018,1,5.78,0.35
342,CMP0018,2,9.44,0.45
343,CMP0018,3,4.64,0.23
344,CMP0018,4,3.37,0.16
345,CMP0018,5,6.88,0.39
346,CMP0018,6,5.08,0.3
347,CMP0018,7,4.4,0.22
348,CMP0018,8,9.02,0.48
349,CMP0018,9,6.17,0.27
350,CMP0018,10,6.04,0.3
351,CMP0018,11,7.43,0.32
352,CMP0018,12,8.51,0.36
353,CMP0018,13,8.09,0.5
354,CMP0018,14,5.05,0.21
355,CMP0018,15,9.07,0.49
356,CMP0018,16,4.36,0.28
357,CMP0018,17,9.36,0.46
358,CMP0018,18,4.11,0.27
359,CMP0018,19,3.07,0.2
360,CMP0018,20,4.07,0.18
361,CMP0019,1,16.49,0.71
362,CMP0019,2,13.18,0.69
363,CMP0019,3,11.79,0.55
364,CMP0019,4,32.0,1.33
365,CMP0019,5,28.11,1.26
366,CMP0019,6,23.23,1.25
367,CMP0019,7,18.23,0.75
368,CMP0019,8,21.27,1.13
369,CMP0019,9,19.29,1.15
370,CMP0019,10,11.46,0.7
371,CMP0019,11,18.82,1.11
372,CMP0019,12,15.66,0.8
373,CMP0019,13,28.16,1.22
374,CMP0019,14,24.79,1.31
375,CMP0019,15,17.59,0.78
376,CMP0019,16,12.99,0.8
377,CMP0019,17,22.57,1.05
378,CMP0019,18,17.79,0.78
379,CMP0019,19,24.88,1.06
380,CMP0019,20,13.57,0.75
381,CMP0020,1,30.99,1.46
382,CMP0020,2,20.1,0.93
383,CMP0020,3,20.78,0.86
384,CMP0020,4,24.13,1.25
385,CMP0020,5,11.92,0.77
386,CMP0020,6,17.37,1.08
387,CMP0020,7,25.26,1.62
388,CMP0020,8,13.39,0.88
389,CMP0020,9,35.21,1.64
390,CMP0020,10,20.9,0.93
391,CMP0020,11,21.46,1.41
392,CMP0020,12,42.0,1.72
393,CMP0020,13,21.62,1.2
394,CMP0020,14,27.78,1.32
395,CMP0020,15,32.18,1.49
396,CMP0020,16,39.92,2.08
397,CMP0020,17,19.14,0.81
398,CMP0020,18,41.75,2.07
399,CMP0020,19,33.75,1.38
400,CMP0020,20,20.05,1.19
401,CMP0021,1,60.93,2.55
402,CMP0021,2,39.25,2.2
403,CMP0021,3,56.86,2.33
404,CMP0021,4,51.52,2.88
405,CMP0021,5,63.19,2.54
406,CMP0021,6,47.85,2.3
407,CMP0021,7,21.23,1.03
408,CMP0021,8,71.18,2.9
409,CMP0021,9,36.28,2.0
410,CMP0021,10,43.5,2.06
411,CMP0021,11,22.53,1.33
412,CMP0021,12,28.76,1.54
413,CMP0021,13,29.96,1.36
414,CMP0021,14,62.8,2.86
415,CMP0021,15,38.26,2.47
416,CMP0021,16,66.22,2.8
417,CMP0021,17,39.47,2.57
418,CMP0021,18,21.18,1.29
419,CMP0021,19,31.29,1.91
420,CMP0021,20,50.73,2.76
421,CMP0022,1,11.32,0.47
422,CMP0022,2,10.19,0.48
423,CMP0022,3,6.31,0.41
424,CMP0022,4,5.55,0.24
425,CMP0022,5,6.09,0.3
426,CMP0022,6,2.81,0.18
427,CMP0022,7,5.28,0.32
428,CMP0022,8,8.89,0.39
429,CMP0022,9,7.38,0.31
430,CMP0022,10,8.48,0.41
431,CMP0022,11,6.11,0.26
432,CMP0022,12,3.71,0.23
433,CMP0022,13,8.53,0.4
434,CMP0022,14,5.97,0.26
435,CMP0022,15,5.25,0.22
436,CMP0022,16,3.97,0.21
437,CMP0022,17,11.16,0.45
438,CMP0022,18,5.0,0.31
439,CMP0022,19,4.39,0.28
440,CMP0022,20,7.49,0.48
441,CMP0023,1,23.81,1.45
442,CMP0023,2,40.68,2.13
443,CMP0023,3,45.45,2.18
444,CMP0023,4,27.91,1.64
445,CMP0023,5,29.6,1.7
446,CMP0023,6,34.54,1.77
447,CMP0023,7,27.3,1.31
448,CMP0023,8,24.66,1.41
449,CMP0023,9,15.84,0.95
450,CMP0023,10,46.04,2.42
451,CMP0023,11,33.09,1.59
452,CMP0023,12,47.32,2.38
453,CMP0023,13,48.5,2.09
454,CMP0023,14,53.17,2.26
455,CMP0023,15,52.25,2.2
456,CMP0023,16,44.09,2.19
457,CMP0023,17,38.87,1.88
458,CMP0023,18,29.47,1.63
459,CMP0023,19,36.48,2.14
460,CMP0023,20,44.76,2.42
461,CMP0024,1,34.15,1.58
462,CMP0024,2,29.1,1.29
463,CMP0024,3,15.45,0.77
464,CMP0024,4,46.4,2.09
465,CMP0024,5,14.89,0.96
466,CMP0024,6,29.95,1.75
467,CMP0024,7,18.24,0.83
468,CMP0024,8,21.99,1.19
469,CMP0024,9,28.38,1.75
470,CMP0024,10,48.55,2.03
471,CMP0024,11,15.83,0.83
472,CMP0024,12,41.97,2.1
473,CMP0024,13,30.31,1.3
474,CMP0024,14,17.81,0.94
475,CMP0024,15,27.53,1.47
476,CMP0024,16,32.43,1.56
477,CMP0024,17,38.99,1.91
478,CMP0024,18,41.52,1.79
479,CMP0024,19,39.15,1.6
480,CMP0024,20,33.99,1.46
481,CMP0025,1,18.61,0.83
482,CMP0025,2,13.1,0.68
483,CMP0025,3,9.11,0.49
484,CMP0025,4,11.42,0.73
485,CMP0025,5,13.52,0.67
486,CMP0025,6,17.76,0.74
487,CMP0025,7,14.88,0.95
488,CMP0025,8,20.22,0.95
489,CMP0025,9,11.5,0.75
490,CMP0025,10,27.5,1.17
491,CMP0025,11,12.69,0.74
492,CMP0025,12,9.15,0.58
493,CMP0025,13,12.61,0.65
494,CMP0025,14,15.33,0.91
495,CMP0025,15,15.2,0.69
496,CMP0025,16,18.11,0.92
497,CMP0025,17,20.42,0.97
498,CMP0025,18,9.51,0.59
499,CMP0025,19,27.41,1.25
500,CMP0025,20,16.29,1.03
501,CMP0026,1,10.47,0.6
502,CMP0026,2,22.28,0.99
503,CMP0026,3,12.53,0.53
504,CMP0026,4,18.93,0.82
505,CMP0026,5,29.33,1.21
506,CMP0026,6,9.89,0.51
507,CMP0026,7,14.44,0.59
508,CMP0026,8,23.7,1.24
509,CMP0026,9,10.18,0.61
510,CMP0026,10,15.54,0.87
511,CMP0026,11,22.47,0.97
512,CMP0026,12,8.45,0.52
513,CMP0026,13,19.96,1.01
514,CMP0026,14,16.63,0.72
515,CMP0026,15,18.01,1.09
516,CMP0026,16,9.82,0.54
517,CMP0026,17,22.2,1.11
518,CMP0026,18,21.79,1.28
519,CMP0026,19,32.03,1.39
520,CMP0026,20,24.4,1.23
521,CMP0027,1,15.02,0.73
522,CMP0027,2,17.49,0.71
523,CMP0027,3,11.93,0.69
524,CMP0027,4,17.66,0.72
525,CMP0027,5,26.9,1.16
526,CMP0027,6,14.92,0.61
527,CMP0027,7,16.11,0.86
528,CMP0027,8,13.06,0.7
529,CMP0027,9,23.61,1.13
530,CMP0027,10,14.16,0.58
531,CMP0027,11,29.46,1.22
532,CMP0027,12,15.03,0.81
533,CMP0027,13,22.06,1.11
534,CMP0027,14,12.0,0.69
535,CMP0027,15,22.08,1.41
536,CMP0027,16,15.2,0.83
537,CMP0027,17,27.55,1.69
538,CMP0027,18,19.8,0.8
539,CMP0027,19,24.46,1.58
540,CMP0027,20,25.13,1.01
541,CMP0028,1,18.67,0.93
542,CMP0028,2,17.98,1.11
543,CMP0028,3,34.13,1.4
544,CMP0028,4,21.16,1.07
545,CMP0028,5,26.53,1.6
546,CMP0028,6,27.46,1.41
547,CMP0028,7,29.8,1.65
548,CMP0028,8,23.19,1.3
549,CMP0028,9,20.78,1.17
550,CMP0028,10,16.88,0.78
551,CMP0028,11,43.94,1.8
552,CMP0028,12,27.44,1.55
553,CMP0028,13,39.42,2.32
554,CMP0028,14,23.29,0.97
555,CMP0028,15,18.77,0.75
556,CMP0028,16,14.57,0.93
557,CMP0028,17,25.66,1.33
558,CMP0028,18,20.28,0.93
559,CMP0028,19,17.39,1.14
560,CMP0028,20,25.86,1.17
561,CMP0029,1,10.27,0.58
562,CMP0029,2,12.07,0.52
563,CMP0029,3,11.58,0.53
564,CMP0029,4,7.25,0.46
565,CMP0029,5,19.97,0.82
566,CMP0029,6,15.63,0.84
567,CMP0029,7,17.13,0.93
568,CMP0029,8,13.08,0.56
569,CMP0029,9,17.79,0.82
570,CMP0029,10,11.1,0.53
571,CMP0029,11,12.82,0.81
572,CMP0029,12,13.89,0.82
573,CMP0029,13,19.48,1.01
574,CMP0029,14,23.25,1.17
575,CMP0029,15,12.66,0.58
576,CMP0029,16,22.99,1.04
577,CMP0029,17,16.83,0.91
578,CMP0029,18,15.43,0.63
579,CMP0029,19,12.85,0.61
580,CMP0029,20,13.0,0.84
581,CMP0030,1,22.18,1.15
582,CMP0030,2,10.28,0.44
583,CMP0030,3,17.7,0.98
584,CMP0030,4,18.47,1.09
585,CMP0030,5,17.35,0.99
586,CMP0030,6,17.58,1.16
587,CMP0030,7,10.86,0.45
588,CMP0030,8,12.24,0.63
589,CMP0030,9,19.13,0.93
590,CMP0030,10,17.63,0.91
591,CMP0030,11,18.93,0.99
592,CMP0030,12,29.56,1.24
593,CMP0030,13,21.75,1.27
594,CMP0030,14,21.22,1.07
595,CMP0030,15,19.56,0.96
596,CMP0030,16,23.15,1.31
597,CMP0030,17,18.0,0.97
598,CMP0030,18,22.31,1.43
599,CMP0030,19,10.63,0.6
600,CMP0030,20,13.48,0.79
601,CMP0031,1,17.4,0.98
602,CMP0031,2,27.04,1.2
603,CMP0031,3,33.61,1.44
604,CMP0031,4,28.08,1.61
605,CMP0031,5,31.22,1.91
606,CMP0031,6,35.72,1.68
607,CMP0031,7,40.15,1.93
608,CMP0031,8,27.72,1.79
609,CMP0031,9,21.33,1.38
610,CMP0031,10,34.5,1.81
611,CMP0031,11,24.02,0.99
612,CMP0031,12,46.98,2.3
613,CMP0031,13,25.37,1.04
614,CMP0031,14,26.15,1.39
615,CMP0031,15,28.41,1.27
616,CMP0031,16,24.95,1.33
617,CMP0031,17,18.78,1.2
618,CMP0031,18,53.48,2.26
619,CMP0031,19,20.24,0.99
620,CMP0031,20,32.6,1.9
621,CMP0032,1,27.92,1.2
622,CMP0032,2,35.4,1.84
623,CMP0032,3,33.92,2.16
624,CMP0032,4,43.96,2.56
625,CMP0032,5,56.57,2.4
626,CMP0032,6,44.59,2.27
627,CMP0032,7,35.13,2.09
628,CMP0032,8,25.7,1.41
629,CMP0032,9,25.45,1.54
630,CMP0032,10,39.2,2.35
631,CMP0032,11,52.93,2.31
632,CMP0032,12,20.58,1.18
633,CMP0032,13,29.79,1.72
634,CMP0032,14,51.44,2.94
635,CMP0032,15,42.72,2.64
636,CMP0032,16,65.5,3.58
637,CMP0032,17,39.3,2.48
638,CMP0032,18,50.04,3.06
639,CMP0032,19,35.35,2.36
640,CMP0032,20,71.52,2.95
641,CMP0033,1,17.63,1.16
642,CMP0033,2,22.13,0.96
643,CMP0033,3,11.57,0.55
644,CMP0033,4,25.11,1.29
645,CMP0033,5,16.53,0.73
646,CMP0033,6,9.68,0.51
647,CMP0033,7,15.3,0.8
648,CMP0033,8,34.95,1.42
649,CMP0033,9,19.45,0.84
650,CMP0033,10,18.22,0.94
651,CMP0033,11,13.33,0.56
652,CMP0033,12,30.09,1.23
653,CMP0033,13,12.5,0.79
654,CMP0033,14,22.68,1.15
655,CMP0033,15,26.18,1.46
656,CMP0033,16,23.59,1.37
657,CMP0033,17,21.31,0.86
658,CMP0033,18,19.37,1.17
659,CMP0033,19,12.6,0.58
660,CMP0033,20,18.01,0.88
661,CMP0034,1,26.39,1.66
662,CMP0034,2,15.46,0.78
663,CMP0034,3,31.18,1.33
664,CMP0034,4,14.99,0.95
665,CMP0034,5,14.04,0.7
666,CMP0034,6,40.38,1.87
667,CMP0034,7,26.8,1.34
668,CMP0034,8,19.26,1.28
669,CMP0034,9,29.11,1.61
670,CMP0034,10,21.81,0.89
671,CMP0034,11,46.36,1.95
672,CMP0034,12,17.68,0.84
673,CMP0034,13,26.7,1.36
674,CMP0034,14,25.93,1.12
675,CMP0034,15,18.55,0.9
676,CMP0034,16,28.75,1.4
677,CMP0034,17,51.47,2.22
678,CMP0034,18,19.76,0.81
679,CMP0034,19,22.47,1.42
680,CMP0034,20,42.25,2.19
681,CMP0035,1,7.75,0.44
682,CMP0035,2,5.25,0.25
683,CMP0035,3,7.7,0.34
684,CMP0035,4,5.84,0.32
685,CMP0035,5,6.62,0.28
686,CMP0035,6,3.46,0.21
687,CMP0035,7,8.52,0.36
688,CMP0035,8,8.49,0.49
689,CMP0035,9,9.06,0.45
690,CMP0035,10,4.66,0.28
691,CMP0035,11,4.91,0.27
692,CMP0035,12,3.53,0.18
693,CMP0035,13,8.48,0.41
694,CMP0035,14,8.87,0.37
695,CMP0035,15,8.16,0.34
696,CMP0035,16,7.33,0.4
697,CMP0035,17,4.4,0.24
698,CMP0035,18,8.82,0.38
699,CMP0035,19,7.05,0.35
700,CMP0035,20,8.72,0.43
701,CMP0036,1,19.59,1.11
702,CMP0036,2,24.68,1.03
703,CMP0036,3,24.35,1.14
704,CMP0036,4,39.94,1.7
705,CMP0036,5,34.4,1.79
706,CMP0036,6,20.86,0.88
707,CMP0036,7,18.76,0.96
708,CMP0036,8,20.42,1.34
709,CMP0036,9,39.57,1.76
710,CMP0036,10,32.66,1.72
711,CMP0036,11,15.81,1.05
712,CMP0036,12,20.91,1.15
713,CMP0036,13,21.7,0.97
714,CMP0036,14,51.07,2.21
715,CMP0036,15,28.71,1.43
716,CMP0036,16,43.22,1.93
717,CMP0036,17,38.06,1.79
718,CMP0036,18,21.23,1.08
719,CMP0036,19,29.94,1.63
720,CMP0036,20,45.79,2.19
721,CMP0037,1,13.45,0.73
722,CMP0037,2,16.75,1.0
723,CMP0037,3,10.89,0.57
724,CMP0037,4,14.15,0.57
725,CMP0037,5,22.59,0.95
726,CMP0037,6,10.31,0.53
727,CMP0037,7,13.57,0.82
728,CMP0037,8,12.85,0.73
729,CMP0037,9,16.69,0.91
730,CMP0037,10,33.83,1.37
731,CMP0037,11,26.72,1.16
732,CMP0037,12,13.63,0.69
733,CMP0037,13,24.77,1.45
734,CMP0037,14,11.69,0.65
735,CMP0037,15,13.08,0.74
736,CMP0037,16,12.99,0.78
737,CMP0037,17,20.92,0.92
738,CMP0037,18,22.31,1.17
739,CMP0037,19,29.54,1.34
740,CMP0037,20,23.21,1.17
741,CMP0038,1,47.13,2.63
742,CMP0038,2,26.32,1.27
743,CMP0038,3,20.98,1.09
744,CMP0038,4,44.86,2.18
745,CMP0038,5,29.14,1.26
746,CMP0038,6,31.43,1.53
747,CMP0038,7,36.09,2.03
748,CMP0038,8,42.52,2.65
749,CMP0038,9,35.87,1.78
750,CMP0038,10,42.49,2.05
751,CMP0038,11,23.78,1.22
752,CMP0038,12,61.04,2.97
753,CMP0038,13,41.41,2.1
754,CMP0038,14,22.43,1.29
755,CMP0038,15,71.74,3.32
756,CMP0038,16,59.21,2.79
757,CMP0038,17,31.18,1.5
758,CMP0038,18,49.2,2.73
759,CMP0038,19,30.29,1.76
760,CMP0038,20,76.45,3.61
761,CMP0039,1,8.35,0.37
762,CMP0039,2,11.83,0.56
763,CMP0039,3,17.82,0.88
764,CMP0039,4,11.0,0.46
765,CMP0039,5,10.93,0.67
766,CMP0039,6,11.56,0.54
767,CMP0039,7,8.52,0.49
768,CMP0039,8,18.31,0.74
769,CMP0039,9,18.15,1.03
770,CMP0039,10,16.75,0.73
771,CMP0039,11,11.33,0.5
772,CMP0039,12,9.85,0.45
773,CMP0039,13,16.21,0.82
774,CMP0039,14,8.13,0.42
