RecordID,CompanyID,PeriodID,Revenue,OperatingCost,NetProfit,Assets,Liabilities
188,CMP0010,8,438.88,285.62,153.25,1326.99,735.97
189,CMP0010,9,417.86,271.66,146.2,718.1,532.53
190,CMP0010,10,409.33,294.39,114.93,1177.0,811.05
191,CMP0010,11,441.27,297.27,144.01,674.54,468.91
192,CMP0010,12,436.94,329.19,107.75,732.84,436.08
193,CMP0010,13,347.37,215.1,132.27,868.87,623.68
194,CMP0010,14,386.38,321.59,64.79,892.62,680.57
195,CMP0010,15,315.7,235.66,80.04,868.04,372.14
196,CMP0010,16,529.2,420.1,109.1,1081.06,647.2
197,CMP0010,17,422.07,341.81,80.26,636.33,317.36
198,CMP0010,18,470.07,386.85,83.22,1112.94,850.26
199,CMP0010,19,477.88,402.14,75.74,1444.18,1126.91
200,CMP0010,20,431.21,312.67,118.54,1020.01,594.74
201,CMP0011,1,164.08,134.55,29.53,316.92,212.69
202,CMP0011,2,149.2,116.13,33.08,283.26,214.17
203,CMP0011,3,170.94,119.84,51.1,437.93,279.42
204,CMP0011,4,164.46,120.11,44.35,567.72,255.6
205,CMP0011,5,195.76,165.14,30.63,625.29,256.02
206,CMP0011,6,177.99,117.76,60.22,439.3,307.06
207,CMP0011,7,188.95,150.28,38.67,501.97,230.29
208,CMP0011,8,181.27,130.06,51.21,594.63,406.18
209,CMP0011,9,178.41,119.3,59.11,555.55,324.37
210,CMP0011,10,195.89,164.58,31.31,370.99,289.58
211,CMP0011,11,194.47,125.92,68.55,599.98,457.88
212,CMP0011,12,172.64,114.26,58.38,480.15,320.09
213,CMP0011,13,184.1,149.49,34.61,544.53,238.59
214,CMP0011,14,171.4,145.4,26.0,272.49,191.94
215,CMP0011,15,207.14,142.86,64.29,582.75,289.14
216,CMP0011,16,199.12,166.79,32.33,530.3,304.74
217,CMP0011,17,228.52,164.33,64.2,570.18,274.75
218,CMP0011,18,218.7,175.55,43.14,693.64,369.62
219,CMP0011,19,220.5,135.31,85.19,759.87,372.68
220,CMP0011,20,230.18,156.83,73.35,673.34,489.33
221,CMP0012,1,125.27,104.98,20.29,198.53,100.48
222,CMP0012,2,159.13,132.59,26.54,502.06,340.84
223,CMP0012,3,116.53,79.69,36.83,402.85,299.16
224,CMP0012,4,120.09,94.1,25.99,272.45,111.73
225,CMP0012,5,126.33,98.49,27.84,407.46,192.2
226,CMP0012,6,117.38,96.0,21.38,333.98,240.03
227,CMP0012,7,116.88,88.28,28.6,253.4,175.63
228,CMP0012,8,145.62,100.98,44.63,493.47,324.06
229,CMP0012,9,136.39,84.14,52.26,346.08,163.26
230,CMP0012,10,122.59,81.65,40.94,234.22,138.94
231,CMP0012,11,128.69,96.49,32.2,353.56,233.14
232,CMP0012,12,125.74,102.67,23.07,426.68,188.75
233,CMP0012,13,135.51,101.06,34.46,271.87,157.71
234,CMP0012,14,137.68,108.37,29.31,458.34,262.91
235,CMP0012,15,144.81,113.63,31.18,221.2,110.46
236,CMP0012,16,145.66,117.93,27.73,453.02,330.34
237,CMP0012,17,152.5,113.78,38.72,392.94,199.43
238,CMP0012,18,154.12,108.95,45.17,367.58,242.51
239,CMP0012,19,147.12,122.37,24.75,251.69,177.64
240,CMP0012,20,152.88,117.91,34.97,263.09,135.67
241,CMP0013,1,163.84,119.02,44.83,554.16,415.91
242,CMP0013,2,203.03,165.4,37.62,608.41,350.25
243,CMP0013,3,191.74,122.78,68.96,319.65,130.31
244,CMP0013,4,163.72,108.27,55.45,264.48,147.16
245,CMP0013,5,214.39,137.83,76.55,536.01,302.73
246,CMP0013,6,182.0,140.69,41.31,348.07,193.79
247,CMP0013,7,178.63,107.62,71.01,526.4,323.35
248,CMP0013,8,227.7,185.29,42.41,743.45,436.05
249,CMP0013,9,199.96,160.16,39.8,473.28,378.09
250,CMP0013,10,194.43,151.79,42.64,547.02,373.89
251,CMP0013,11,234.01,184.39,49.63,726.85,441.34
252,CMP0013,12,208.3,172.28,36.02,628.54,401.55
253,CMP0013,13,201.13,132.82,68.31,388.15,221.22
254,CMP0013,14,226.15,174.84,51.32,458.66,355.75
255,CMP0013,15,236.75,188.1,48.65,715.39,339.87
256,CMP0013,16,228.83,139.53,89.3,648.44,343.16
257,CMP0013,17,243.54,195.24,48.3,783.23,625.84
258,CMP0013,18,213.3,144.66,68.64,599.1,295.24
259,CMP0013,19,256.91,217.77,39.14,774.19,446.64
260,CMP0013,20,239.36,156.28,83.08,835.66,662.22
261,CMP0014,1,251.83,194.99,56.84,704.45,359.35
262,CMP0014,2,201.97,129.75,72.22,310.69,221.1
263,CMP0014,3,220.86,147.81,73.05,738.25,467.52
264,CMP0014,4,231.52,190.2,41.32,438.34,304.63
265,CMP0014,5,210.17,177.35,32.82,658.67,488.09
266,CMP0014,6,191.07,119.47,71.61,350.62,160.9
267,CMP0014,7,216.05,143.48,72.57,477.61,319.81
268,CMP0014,8,211.08,156.38,54.7,655.95,298.36
269,CMP0014,9,250.84,154.08,96.76,586.27,342.01
270,CMP0014,10,193.62,164.07,29.55,634.89,348.29
271,CMP0014,11,200.96,143.39,57.58,607.89,273.79
272,CMP0014,12,236.12,174.29,61.82,529.93,352.22
273,CMP0014,13,218.84,151.79,67.04,677.4,370.51
274,CMP0014,14,259.07,212.05,47.02,517.97,261.73
275,CMP0014,15,246.7,204.81,41.89,389.82,201.38
276,CMP0014,16,259.63,183.68,75.94,699.38,559.38
277,CMP0014,17,263.32,161.3,102.02,413.37,256.48
278,CMP0014,18,262.19,175.74,86.45,484.26,267.26
279,CMP0014,19,254.19,156.72,97.47,391.02,285.74
280,CMP0014,20,265.83,177.14,88.69,723.82,485.98
281,CMP0015,1,225.51,150.02,75.49,493.14,361.88
282,CMP0015,2,237.64,169.12,68.52,594.82,296.62
283,CMP0015,3,248.17,174.42,73.76,572.0,431.19
284,CMP0015,4,225.3,159.4,65.9,712.38,319.12
285,CMP0015,5,242.19,199.95,42.24,529.89,367.32
286,CMP0015,6,261.83,157.8,104.02,825.57,594.73
287,CMP0015,7,254.74,159.42,95.32,470.0,294.78
288,CMP0015,8,241.06,158.29,82.77,657.6,329.55
289,CMP0015,9,226.21,140.51,85.69,550.45,326.34
290,CMP0015,10,202.65,168.84,33.81,352.06,272.32
291,CMP0015,11,295.78,182.53,113.25,690.74,308.45
292,CMP0015,12,285.41,229.38,56.04,777.37,427.07
293,CMP0015,13,253.59,204.6,48.99,401.64,228.0
294,CMP0015,14,259.2,214.9,44.3,718.2,468.21
295,CMP0015,15,271.35,220.11,51.24,641.09,353.63
296,CMP0015,16,230.5,140.57,89.94,471.15,189.66
297,CMP0015,17,304.29,202.8,101.49,1059.12,434.57
298,CMP0015,18,250.17,169.32,80.86,648.68,367.72
299,CMP0015,19,253.46,166.89,86.57,392.21,287.87
300,CMP0015,20,279.71,207.96,71.75,639.36,263.07
301,CMP0016,1,303.62,202.78,100.84,1004.52,552.37
302,CMP0016,2,260.96,217.27,43.68,441.21,255.91
303,CMP0016,3,321.0,253.61,67.4,580.31,266.77
304,CMP0016,4,276.1,179.01,97.09,768.39,387.22
305,CMP0016,5,318.22,222.52,95.71,576.83,401.0
306,CMP0016,6,345.29,232.16,113.13,840.9,544.7
307,CMP0016,7,304.19,241.8,62.4,466.15,339.05
308,CMP0016,8,314.01,241.51,72.5,844.2,541.35
309,CMP0016,9,342.96,224.53,118.43,555.55,251.33
310,CMP0016,10,252.26,156.5,95.76,508.86,209.21
311,CMP0016,11,317.01,234.9,82.11,792.71,339.09
312,CMP0016,12,295.03,215.78,79.26,854.31,649.37
313,CMP0016,13,312.22,244.22,68.0,670.36,446.47
314,CMP0016,14,342.28,205.37,136.91,1000.92,543.14
315,CMP0016,15,266.08,200.04,66.05,605.99,300.64
316,CMP0016,16,338.59,229.03,109.56,780.59,522.22
317,CMP0016,17,347.43,251.89,95.55,1028.58,666.18
318,CMP0016,18,347.7,292.37,55.33,596.68,352.87
319,CMP0016,19,339.55,262.24,77.31,680.67,356.06
320,CMP0016,20,305.87,198.05,107.82,888.09,552.91
321,CMP0017,1,195.22,164.44,30.78,440.35,187.07
322,CMP0017,2,180.33,113.39,66.94,589.07,333.37
323,CMP0017,3,242.53,180.79,61.74,558.53,298.95
324,CMP0017,4,185.21,151.49,33.71,491.53,264.54
325,CMP0017,5,196.37,147.07,49.3,326.22,253.09
326,CMP0017,6,220.16,138.94,81.22,715.59,564.15
327,CMP0017,7,231.73,194.11,37.63,357.82,283.76
328,CMP0017,8,236.99,177.71,59.28,783.2,433.33
329,CMP0017,9,233.87,175.32,58.55,544.52,426.45
330,CMP0017,10,223.13,146.53,76.6,632.15,273.12
331,CMP0017,11,169.53,137.28,32.25,303.57,182.84
332,CMP0017,12,218.64,136.54,82.1,347.22,164.62
333,CMP0017,13,225.81,143.53,82.28,511.29,317.97
334,CMP0017,14,215.92,147.65,68.26,400.35,175.9
335,CMP0017,15,236.35,174.12,62.22,579.09,445.31
336,CMP0017,16,220.22,144.5,75.72,506.21,285.44
337,CMP0017,17,235.75,144.97,90.79,679.94,310.05
338,CMP0017,18,215.82,136.67,79.15,392.25,305.84
339,CMP0017,19,211.49,151.84,59.65,551.34,346.31
340,CMP0017,20,244.71,181.54,63.17,756.78,525.21
341,CMP0018,1,55.1,43.18,11.92,85.28,54.06
342,CMP0018,2,76.43,62.99,13.44,144.65,59.17
343,CMP0018,3,60.63,40.45,20.18,115.04,57.38
344,CMP0018,4,61.32,41.13,20.18,141.07,102.24
345,CMP0018,5,64.32,52.74,11.58,102.82,50.63
346,CMP0018,6,71.75,56.64,15.1,216.67,113.76
347,CMP0018,7,65.93,50.63,15.3,195.06,122.89
348,CMP0018,8,78.59,52.44,26.15,149.1,106.36
349,CMP0018,9,70.92,51.17,19.75,121.84,60.85
350,CMP0018,10,78.84,60.91,17.93,267.26,179.87
351,CMP0018,11,84.01,66.2,17.81,262.45,204.27
352,CMP0018,12,82.34,52.88,29.46,132.35,90.92
353,CMP0018,13,94.43,67.54,26.89,298.15,218.2
354,CMP0018,14,76.37,47.97,28.4,176.83,133.43
355,CMP0018,15,75.8,48.12,27.68,115.32,71.23
356,CMP0018,16,79.11,57.51,21.6,140.56,111.48
357,CMP0018,17,84.38,59.47,24.91,203.87,102.48
358,CMP0018,18,81.05,49.74,31.31,154.67,87.77
359,CMP0018,19,68.01,47.18,20.83,186.54,128.24
360,CMP0018,20,70.26,51.1,19.17,226.45,169.03
361,CMP0019,1,206.74,141.9,64.83,312.99,175.71
362,CMP0019,2,187.58,115.75,71.84,351.58,218.76
363,CMP0019,3,184.74,125.64,59.1,337.81,240.95
364,CMP0019,4,212.91,128.45,84.46,537.28,380.27
365,CMP0019,5,220.8,141.73,79.07,468.23,281.56
366,CMP0019,6,198.59,121.13,77.46,406.7,318.15
367,CMP0019,7,242.43,166.22,76.21,667.98,318.5
368,CMP0019,8,196.26,135.22,61.04,352.68,225.22
369,CMP0019,9,201.24,162.2,39.04,384.0,225.65
370,CMP0019,10,246.6,185.55,61.04,488.66,271.07
371,CMP0019,11,239.38,176.34,63.04,782.51,486.41
372,CMP0019,12,225.84,169.24,56.61,736.65,309.27
373,CMP0019,13,219.51,151.01,68.51,728.58,457.24
374,CMP0019,14,222.44,168.12,54.32,663.59,479.14
375,CMP0019,15,213.29,167.93,45.36,552.72,266.2
376,CMP0019,16,186.61,136.46,50.15,543.88,272.41
377,CMP0019,17,271.65,215.26,56.38,937.41,590.03
378,CMP0019,18,273.9,222.85,51.04,597.09,446.54
379,CMP0019,19,222.69,145.4,77.29,352.52,186.42
380,CMP0019,20,252.08,167.56,84.52,404.75,279.45
381,CMP0020,1,282.46,223.3,59.16,757.96,361.4
382,CMP0020,2,219.38,175.78,43.59,410.57,178.18
383,CMP0020,3,223.25,175.09,48.16,351.27,207.21
384,CMP0020,4,282.13,205.82,76.32,769.77,380.76
385,CMP0020,5,259.53,158.08,101.45,416.67,305.7
386,CMP0020,6,287.4,213.94,73.46,759.26,404.66
387,CMP0020,7,261.81,206.69,55.13,540.34,284.88
388,CMP0020,8,304.8,247.8,56.99,798.09,483.56
389,CMP0020,9,272.22,202.92,69.3,825.56,464.43
390,CMP0020,10,286.18,226.11,60.07,816.41,424.85
391,CMP0020,11,296.26,192.83,103.43,900.07,513.22
392,CMP0020,12,312.44,252.26,60.18,552.2,427.49
393,CMP0020,13,329.91,258.86,71.05,536.96,297.95
394,CMP0020,14,323.4,211.73,111.67,696.11,489.0
395,CMP0020,15,303.91,226.67,77.25,993.4,457.66
396,CMP0020,16,323.96,247.94,76.02,510.82,279.57
397,CMP0020,17,285.88,199.12,86.76,981.54,666.33
398,CMP0020,18,324.79,261.98,62.81,849.46,358.34
399,CMP0020,19,361.03,259.19,101.84,705.8,329.24
400,CMP0020,20,328.18,201.03,127.16,555.74,382.45
401,CMP0021,1,420.74,308.77,111.96,1032.48,573.73
402,CMP0021,2,456.91,305.98,150.93,1561.6,713.85
403,CMP0021,3,365.37,248.13,117.24,611.6,318.82
404,CMP0021,4,444.67,316.82,127.85,1283.23,889.62
405,CMP0021,5,556.34,365.41,190.93,1439.58,976.02
406,CMP0021,6,405.94,287.39,118.56,1243.64,738.31
407,CMP0021,7,335.46,282.37,53.09,886.41,660.7
408,CMP0021,8,454.82,317.75,137.08,1470.96,731.95
409,CMP0021,9,510.51,312.9,197.61,816.09,452.54
410,CMP0021,10,384.87,325.54,59.33,763.28,513.32
411,CMP0021,11,475.08,310.89,164.19,839.73,656.1
412,CMP0021,12,457.27,298.77,158.5,1061.92,723.81
413,CMP0021,13,496.06,342.24,153.82,1425.91,748.79
414,CMP0021,14,529.56,425.19,104.37,1105.64,639.64
415,CMP0021,15,539.2,443.36,95.84,1422.75,928.61
416,CMP0021,16,450.28,299.22,151.06,1093.26,495.59
417,CMP0021,17,557.35,414.86,142.49,1556.58,908.02
418,CMP0021,18,441.11,340.94,100.17,1363.05,634.29
419,CMP0021,19,541.98,335.39,206.59,934.8,392.36
420,CMP0021,20,544.94,342.29,202.65,1619.46,825.99
421,CMP0022,1,72.97,55.59,17.38,128.19,84.62
422,CMP0022,2,76.55,46.98,29.57,180.18,105.88
423,CMP0022,3,80.06,53.4,26.66,170.63,76.8
424,CMP0022,4,56.67,43.51,13.17,178.09,88.67
425,CMP0022,5,76.9,47.08,29.82,245.12,141.0
426,CMP0022,6,70.47,43.29,27.18,188.55,138.8
427,CMP0022,7,83.07,65.25,17.83,236.79,114.22
428,CMP0022,8,78.37,49.09,29.28,244.95,154.69
429,CMP0022,9,68.23,53.09,15.14,126.35,62.43
430,CMP0022,10,77.42,58.95,18.47,152.19,70.42
431,CMP0022,11,71.61,53.07,18.54,143.55,109.98
432,CMP0022,12,78.67,53.13,25.54,147.63,76.99
433,CMP0022,13,76.63,58.54,18.09,197.28,132.35
434,CMP0022,14,74.78,63.19,11.59,259.57,175.12
435,CMP0022,15,69.09,54.62,14.47,232.99,180.87
436,CMP0022,16,81.02,63.22,17.8,163.2,112.24
437,CMP0022,17,77.26,46.68,30.58,256.44,130.24
438,CMP0022,18,84.47,71.32,13.15,289.62,134.81
439,CMP0022,19,77.05,49.44,27.61,267.54,194.86
440,CMP0022,20,94.41,73.92,20.49,174.46,94.99
441,CMP0023,1,347.25,244.03,103.23,940.57,613.26
442,CMP0023,2,358.28,229.52,128.76,1225.14,907.38
443,CMP0023,3,378.34,268.88,109.46,1121.58,553.17
444,CMP0023,4,367.89,300.47,67.41,1044.26,604.87
445,CMP0023,5,389.27,290.61,98.66,967.23,461.3
446,CMP0023,6,355.37,224.71,130.65,800.16,351.8
447,CMP0023,7,359.4,223.21,136.19,1246.81,831.08
448,CMP0023,8,368.88,278.0,90.88,1211.74,522.81
449,CMP0023,9,309.18,186.06,123.13,884.42,645.78
450,CMP0023,10,384.05,304.34,79.72,1198.97,671.59
451,CMP0023,11,342.81,287.3,55.51,548.4,252.25
452,CMP0023,12,428.64,264.92,163.72,1229.71,739.41
453,CMP0023,13,366.18,226.38,139.8,1008.34,505.46
454,CMP0023,14,381.6,281.07,100.53,640.68,363.39
455,CMP0023,15,411.06,270.65,140.41,1142.1,564.51
456,CMP0023,16,350.67,219.68,130.99,880.98,639.46
457,CMP0023,17,419.78,339.18,80.6,968.46,516.5
458,CMP0023,18,375.51,314.42,61.09,792.39,370.48
459,CMP0023,19,386.16,256.63,129.54,767.28,447.41
460,CMP0023,20,402.82,246.96,155.87,1291.09,618.79
461,CMP0024,1,297.94,247.53,50.4,771.56,391.87
