RnDID,CompanyID,PeriodID,RnDSpending
97,CMP0005,17,3.9
98,CMP0005,18,8.55
99,CMP0005,19,18.1
100,CMP0005,20,7.1
101,CMP0006,1,45.77
102,CMP0006,2,44.66
103,CMP0006,3,19.74
104,CMP0006,4,15.08
105,CMP0006,5,44.63
106,CMP0006,6,24.16
107,CMP0006,7,35.36
108,CMP0006,8,16.59
109,CMP0006,9,26.14
110,CMP0006,10,47.77
111,CMP0006,11,28.09
112,CMP0006,12,34.15
113,CMP0006,13,51.42
114,CMP0006,14,54.96
115,CMP0006,15,31.2
116,CMP0006,16,39.24
117,CMP0006,17,51.41
118,CMP0006,18,41.07
119,CMP0006,19,37.81
120,CMP0006,20,19.43
121,CMP0007,1,3.17
122,CMP0007,2,2.87
123,CMP0007,3,1.99
124,CMP0007,4,6.55
125,CMP0007,5,4.69
126,CMP0007,6,1.67
127,CMP0007,7,4.8
128,CMP0007,8,5.13
129,CMP0007,9,2.14
130,CMP0007,10,2.12
131,CMP0007,11,2.26
132,CMP0007,12,1.81
133,CMP0007,13,4.62
134,CMP0007,14,1.53
135,CMP0007,15,3.52
136,CMP0007,16,2.08
137,CMP0007,17,8.86
138,CMP0007,18,12.0
139,CMP0007,19,8.08
140,CMP0007,20,6.17
141,CMP0008,1,4.05
142,CMP0008,2,8.69
143,CMP0008,3,41.37
144,CMP0008,4,6.66
145,CMP0008,5,19.79
146,CMP0008,6,17.92
147,CMP0008,7,33.11
148,CMP0008,8,17.5
149,CMP0008,9,27.11
150,CMP0008,10,13.65
151,CMP0008,11,5.28
152,CMP0008,12,24.49
153,CMP0008,13,37.93
154,CMP0008,14,19.94
155,CMP0008,15,35.04
156,CMP0008,16,21.71
157,CMP0008,17,36.49
158,CMP0008,18,43.32
159,CMP0008,19,36.61
160,CMP0008,20,40.51
161,CMP0009,1,84.66
162,CMP0009,2,48.36
163,CMP0009,3,63.35
164,CMP0009,4,45.08
165,CMP0009,5,30.54
166,CMP0009,6,71.93
167,CMP0009,7,31.81
168,CMP0009,8,73.42
169,CMP0009,9,51.15
170,CMP0009,10,54.08
171,CMP0009,11,47.34
172,CMP0009,12,41.93
173,CMP0009,13,54.19
174,CMP0009,14,56.48
175,CMP0009,15,80.51
176,CMP0009,16,71.56
177,CMP0009,17,44.65
178,CMP0009,18,73.19
179,CMP0009,19,82.03
180,CMP0009,20,72.12
181,CMP0010,1,56.63
182,CMP0010,2,88.66
183,CMP0010,3,68.93
184,CMP0010,4,92.91
185,CMP0010,5,45.35
186,CMP0010,6,86.22
187,CMP0010,7,51.24
188,CMP0010,8,92.15
189,CMP0010,9,34.79
190,CMP0010,10,99.37
191,CMP0010,11,98.76
192,CMP0010,12,105.35
193,CMP0010,13,75.24
194,CMP0010,14,73.46
195,CMP0010,15,32.92
196,CMP0010,16,88.32
197,CMP0010,17,90.37
198,CMP0010,18,93.85
199,CMP0010,19,115.96
200,CMP0010,20,96.83
201,CMP0011,1,24.15
202,CMP0011,2,15.09
203,CMP0011,3,36.14
204,CMP0011,4,22.89
205,CMP0011,5,23.26
206,CMP0011,6,20.16
207,CMP0011,7,24.45
208,CMP0011,8,29.93
209,CMP0011,9,21.61
210,CMP0011,10,18.1
211,CMP0011,11,39.31
212,CMP0011,12,32.43
213,CMP0011,13,43.51
214,CMP0011,14,36.66
215,CMP0011,15,26.52
216,CMP0011,16,46.14
217,CMP0011,17,34.19
218,CMP0011,18,33.31
219,CMP0011,19,29.0
220,CMP0011,20,46.17
221,CMP0012,1,5.42
222,CMP0012,2,13.15
223,CMP0012,3,9.41
224,CMP0012,4,11.65
225,CMP0012,5,4.56
226,CMP0012,6,4.21
227,CMP0012,7,1.76
228,CMP0012,8,5.08
229,CMP0012,9,6.24
230,CMP0012,10,11.72
231,CMP0012,11,8.21
232,CMP0012,12,8.95
233,CMP0012,13,2.48
234,CMP0012,14,2.51
235,CMP0012,15,13.85
236,CMP0012,16,2.35
237,CMP0012,17,11.21
238,CMP0012,18,8.51
239,CMP0012,19,12.25
240,CMP0012,20,12.39
241,CMP0013,1,13.99
242,CMP0013,2,5.05
243,CMP0013,3,12.41
244,CMP0013,4,9.61
245,CMP0013,5,4.9
246,CMP0013,6,12.11
247,CMP0013,7,4.74
248,CMP0013,8,15.56
249,CMP0013,9,10.35
250,CMP0013,10,15.36
251,CMP0013,11,18.14
252,CMP0013,12,7.16
253,CMP0013,13,6.93
254,CMP0013,14,7.65
255,CMP0013,15,14.24
256,CMP0013,16,3.67
257,CMP0013,17,14.85
258,CMP0013,18,18.73
259,CMP0013,19,14.77
260,CMP0013,20,16.99
261,CMP0014,1,21.5
262,CMP0014,2,9.32
263,CMP0014,3,19.36
264,CMP0014,4,3.62
265,CMP0014,5,7.18
266,CMP0014,6,7.06
267,CMP0014,7,8.04
268,CMP0014,8,10.84
269,CMP0014,9,21.47
270,CMP0014,10,16.92
271,CMP0014,11,6.17
272,CMP0014,12,8.43
273,CMP0014,13,6.49
274,CMP0014,14,10.78
275,CMP0014,15,13.29
276,CMP0014,16,23.87
277,CMP0014,17,17.05
278,CMP0014,18,15.97
279,CMP0014,19,23.89
280,CMP0014,20,10.12
281,CMP0015,1,55.15
282,CMP0015,2,49.6
283,CMP0015,3,34.29
284,CMP0015,4,24.32
285,CMP0015,5,32.83
286,CMP0015,6,22.39
287,CMP0015,7,40.21
288,CMP0015,8,52.3
289,CMP0015,9,29.76
290,CMP0015,10,49.67
291,CMP0015,11,65.58
292,CMP0015,12,42.01
293,CMP0015,13,60.57
294,CMP0015,14,27.19
295,CMP0015,15,36.71
296,CMP0015,16,55.54
297,CMP0015,17,35.86
298,CMP0015,18,48.16
299,CMP0015,19,21.97
300,CMP0015,20,68.68
301,CMP0016,1,25.37
302,CMP0016,2,6.4
303,CMP0016,3,23.35
304,CMP0016,4,23.29
305,CMP0016,5,27.99
306,CMP0016,6,24.87
307,CMP0016,7,11.92
308,CMP0016,8,9.73
309,CMP0016,9,3.85
310,CMP0016,10,3.67
311,CMP0016,11,11.54
312,CMP0016,12,19.78
313,CMP0016,13,6.44
314,CMP0016,14,6.04
315,CMP0016,15,10.49
316,CMP0016,16,24.74
317,CMP0016,17,7.4
318,CMP0016,18,29.14
319,CMP0016,19,17.64
320,CMP0016,20,15.56
321,CMP0017,1,28.92
322,CMP0017,2,19.07
323,CMP0017,3,43.94
324,CMP0017,4,19.33
325,CMP0017,5,47.12
326,CMP0017,6,42.77
327,CMP0017,7,20.69
328,CMP0017,8,52.23
329,CMP0017,9,39.52
330,CMP0017,10,37.26
331,CMP0017,11,14.97
332,CMP0017,12,54.27
333,CMP0017,13,18.99
334,CMP0017,14,23.85
335,CMP0017,15,52.28
336,CMP0017,16,48.79
337,CMP0017,17,34.73
338,CMP0017,18,39.05
339,CMP0017,19,41.9
340,CMP0017,20,31.57
341,CMP0018,1,3.14
342,CMP0018,2,7.04
343,CMP0018,3,1.77
344,CMP0018,4,4.36
345,CMP0018,5,2.03
346,CMP0018,6,5.66
347,CMP0018,7,3.06
348,CMP0018,8,3.45
349,CMP0018,9,1.65
350,CMP0018,10,6.9
351,CMP0018,11,7.44
352,CMP0018,12,6.16
353,CMP0018,13,7.11
354,CMP0018,14,2.81
355,CMP0018,15,4.21
356,CMP0018,16,2.18
357,CMP0018,17,3.46
358,CMP0018,18,1.68
359,CMP0018,19,4.82
360,CMP0018,20,2.27
361,CMP0019,1,6.41
362,CMP0019,2,3.68
363,CMP0019,3,16.05
364,CMP0019,4,12.56
365,CMP0019,5,10.43
366,CMP0019,6,19.52
367,CMP0019,7,16.29
368,CMP0019,8,12.58
369,CMP0019,9,3.02
370,CMP0019,10,23.02
371,CMP0019,11,18.29
372,CMP0019,12,21.8
373,CMP0019,13,20.79
374,CMP0019,14,9.37
375,CMP0019,15,19.37
376,CMP0019,16,14.09
377,CMP0019,17,14.29
378,CMP0019,18,15.94
379,CMP0019,19,12.8
380,CMP0019,20,16.52
381,CMP0020,1,7.85
382,CMP0020,2,20.41
383,CMP0020,3,21.77
384,CMP0020,4,4.39
385,CMP0020,5,13.08
386,CMP0020,6,19.19
387,CMP0020,7,10.71
388,CMP0020,8,28.63
389,CMP0020,9,24.99
390,CMP0020,10,14.93
391,CMP0020,11,13.31
392,CMP0020,12,22.83
393,CMP0020,13,31.44
394,CMP0020,14,13.56
395,CMP0020,15,21.96
396,CMP0020,16,28.44
397,CMP0020,17,8.11
398,CMP0020,18,7.02
399,CMP0020,19,35.57
400,CMP0020,20,4.08
401,CMP0021,1,66.05
402,CMP0021,2,70.7
403,CMP0021,3,45.23
404,CMP0021,4,100.08
405,CMP0021,5,77.32
406,CMP0021,6,50.48
407,CMP0021,7,52.95
408,CMP0021,8,89.56
409,CMP0021,9,90.88
410,CMP0021,10,44.59
411,CMP0021,11,57.29
412,CMP0021,12,97.04
413,CMP0021,13,65.33
414,CMP0021,14,85.08
415,CMP0021,15,72.73
416,CMP0021,16,44.75
417,CMP0021,17,57.23
418,CMP0021,18,100.38
419,CMP0021,19,108.81
420,CMP0021,20,133.97
421,CMP0022,1,11.54
422,CMP0022,2,15.01
423,CMP0022,3,7.45
424,CMP0022,4,13.31
425,CMP0022,5,8.56
426,CMP0022,6,8.92
427,CMP0022,7,9.25
428,CMP0022,8,10.45
429,CMP0022,9,7.16
430,CMP0022,10,10.04
431,CMP0022,11,13.97
432,CMP0022,12,14.9
433,CMP0022,13,14.91
434,CMP0022,14,11.45
435,CMP0022,15,12.96
436,CMP0022,16,12.06
437,CMP0022,17,7.96
438,CMP0022,18,20.85
439,CMP0022,19,15.45
440,CMP0022,20,14.49
441,CMP0023,1,57.65
442,CMP0023,2,29.12
443,CMP0023,3,46.88
444,CMP0023,4,64.82
445,CMP0023,5,67.07
446,CMP0023,6,71.35
447,CMP0023,7,69.9
448,CMP0023,8,55.29
449,CMP0023,9,44.12
450,CMP0023,10,83.29
451,CMP0023,11,56.5
452,CMP0023,12,45.75
453,CMP0023,13,63.34
454,CMP0023,14,70.95
455,CMP0023,15,85.92
456,CMP0023,16,56.19
457,CMP0023,17,50.63
458,CMP0023,18,58.59
459,CMP0023,19,79.6
460,CMP0023,20,45.65
461,CMP0024,1,16.65
462,CMP0024,2,26.47
463,CMP0024,3,3.52
464,CMP0024,4,16.59
465,CMP0024,5,18.92
466,CMP0024,6,33.91
467,CMP0024,7,13.71
468,CMP0024,8,6.84
469,CMP0024,9,15.39
470,CMP0024,10,27.79
471,CMP0024,11,6.75
472,CMP0024,12,21.24
473,CMP0024,13,34.99
474,CMP0024,14,11.67
475,CMP0024,15,24.17
476,CMP0024,16,12.26
477,CMP0024,17,18.34
478,CMP0024,18,19.82
479,CMP0024,19,18.85
480,CMP0024,20,29.1
481,CMP0025,1,12.71
482,CMP0025,2,2.72
483,CMP0025,3,16.88
484,CMP0025,4,12.59
485,CMP0025,5,13.23
486,CMP0025,6,6.61
487,CMP0025,7,4.18
488,CMP0025,8,13.84
489,CMP0025,9,2.06
490,CMP0025,10,10.57
491,CMP0025,11,18.68
492,CMP0025,12,6.17
493,CMP0025,13,3.12
494,CMP0025,14,10.74
495,CMP0025,15,23.22
496,CMP0025,16,17.18
497,CMP0025,17,7.93
498,CMP0025,18,4.53
499,CMP0025,19,12.48
500,CMP0025,20,7.22
501,CMP0026,1,33.22
502,CMP0026,2,14.75
503,CMP0026,3,26.61
504,CMP0026,4,20.53
505,CMP0026,5,41.93
506,CMP0026,6,17.01
507,CMP0026,7,28.16
508,CMP0026,8,30.03
509,CMP0026,9,19.33
510,CMP0026,10,27.55
511,CMP0026,11,50.02
512,CMP0026,12,29.31
513,CMP0026,13,28.77
514,CMP0026,14,20.37
515,CMP0026,15,25.85
516,CMP0026,16,48.89
517,CMP0026,17,19.74
518,CMP0026,18,38.23
519,CMP0026,19,28.44
520,CMP0026,20,22.79
521,CMP0027,1,14.67
522,CMP0027,2,19.7
523,CMP0027,3,16.08
524,CMP0027,4,4.9
525,CMP0027,5,7.84
526,CMP0027,6,9.55
527,CMP0027,7,5.99
528,CMP0027,8,3.4
529,CMP0027,9,16.29
530,CMP0027,10,17.58
531,CMP0027,11,12.84
532,CMP0027,12,15.38
533,CMP0027,13,5.63
534,CMP0027,14,19.32
535,CMP0027,15,21.99
536,CMP0027,16,12.4
537,CMP0027,17,7.98
538,CMP0027,18,10.56
539,CMP0027,19,26.49
540,CMP0027,20,18.37
541,CMP0028,1,19.67
542,CMP0028,2,6.18
543,CMP0028,3,2.83
544,CMP0028,4,25.46
545,CMP0028,5,10.42
546,CMP0028,6,11.01
547,CMP0028,7,6.24
548,CMP0028,8,27.25
549,CMP0028,9,10.35
550,CMP0028,10,21.6
551,CMP0028,11,28.73
552,CMP0028,12,4.71
553,CMP0028,13,19.67
554,CMP0028,14,5.09
555,CMP0028,15,16.15
556,CMP0028,16,11.99
557,CMP0028,17,10.21
558,CMP0028,18,10.67
559,CMP0028,19,23.08
560,CMP0028,20,14.98
561,CMP0029,1,7.65
562,CMP0029,2,12.01
563,CMP0029,3,5.91
564,CMP0029,4,3.48
565,CMP0029,5,2.51
566,CMP0029,6,2.74
567,CMP0029,7,16.2
568,CMP0029,8,10.68
569,CMP0029,9,8.89
570,CMP0029,10,1.7
571,CMP0029,11,4.6
572,CMP0029,12,14.48
573,CMP0029,13,10.79
574,CMP0029,14,3.2
575,CMP0029,15,4.26
576,CMP0029,16,15.05
577,CMP0029,17,9.47
578,CMP0029,18,18.02
579,CMP0029,19,6.08
580,CMP0029,20,2.78
581,CMP0030,1,17.5
582,CMP0030,2,4.4
583,CMP0030,3,5.79
584,CMP0030,4,11.88
585,CMP0030,5,16.88
586,CMP0030,6,12.03
587,CMP0030,7,5.9
588,CMP0030,8,9.63
589,CMP0030,9,15.58
590,CMP0030,10,10.37
591,CMP0030,11,10.0
592,CMP0030,12,2.77
593,CMP0030,13,18.04
594,CMP0030,14,16.48
595,CMP0030,15,15.79
596,CMP0030,16,8.47
597,CMP0030,17,14.54
598,CMP0030,18,19.21
599,CMP0030,19,21.22
600,CMP0030,20,12.13
601,CMP0031,1,65.1
602,CMP0031,2,59.11
603,CMP0031,3,37.93
604,CMP0031,4,44.09
605,CMP0031,5,47.02
606,CMP0031,6,54.83
607,CMP0031,7,38.19
608,CMP0031,8,31.02
609,CMP0031,9,71.72
610,CMP0031,10,45.37
611,CMP0031,11,47.1
612,CMP0031,12,87.61
613,CMP0031,13,75.99
614,CMP0031,14,68.91
615,CMP0031,15,52.52
616,CMP0031,16,44.9
617,CMP0031,17,66.53
618,CMP0031,18,74.79
619,CMP0031,19,66.79
620,CMP0031,20,45.05
621,CMP0032,1,7.57
622,CMP0032,2,34.99
623,CMP0032,3,5.14
624,CMP0032,4,16.51
625,CMP0032,5,6.93
626,CMP0032,6,19.67
627,CMP0032,7,37.55
628,CMP0032,8,21.84
629,CMP0032,9,13.2
630,CMP0032,10,20.58
631,CMP0032,11,26.96
632,CMP0032,12,23.82
633,CMP0032,13,13.7
634,CMP0032,14,13.28
635,CMP0032,15,42.3
636,CMP0032,16,6.43
637,CMP0032,17,8.5
638,CMP0032,18,20.5
639,CMP0032,19,32.14
640,CMP0032,20,22.58
641,CMP0033,1,17.01
642,CMP0033,2,8.3
643,CMP0033,3,17.85
644,CMP0033,4,18.49
645,CMP0033,5,16.01
646,CMP0033,6,11.39
647,CMP0033,7,17.13
648,CMP0033,8,8.01
649,CMP0033,9,11.12
650,CMP0033,10,6.67
651,CMP0033,11,10.81
652,CMP0033,12,12.43
653,CMP0033,13,2.32
654,CMP0033,14,7.97
655,CMP0033,15,18.46
656,CMP0033,16,10.46
657,CMP0033,17,10.12
658,CMP0033,18,25.0
659,CMP0033,19,4.83
660,CMP0033,20,5.64
661,CMP0034,1,15.11
662,CMP0034,2,22.31
663,CMP0034,3,20.04
664,CMP0034,4,10.65
665,CMP0034,5,8.35
666,CMP0034,6,21.65
667,CMP0034,7,18.33
668,CMP0034,8,12.31
669,CMP0034,9,3.3
670,CMP0034,10,21.17
671,CMP0034,11,20.01
672,CMP0034,12,18.9
673,CMP0034,13,29.12
674,CMP0034,14,26.87
675,CMP0034,15,7.25
676,CMP0034,16,22.69
677,CMP0034,17,12.98
678,CMP0034,18,11.27
679,CMP0034,19,20.23
680,CMP0034,20,25.28
681,CMP0035,1,3.89
682,CMP0035,2,3.72
683,CMP0035,3,4.45
684,CMP0035,4,2.21
685,CMP0035,5,4.98
686,CMP0035,6,3.37
687,CMP0035,7,5.57
688,CMP0035,8,5.37
689,CMP0035,9,4.19
690,CMP0035,10,4.93
691,CMP0035,11,2.15
692,CMP0035,12,5.48
693,CMP0035,13,1.32
694,CMP0035,14,6.57
695,CMP0035,15,3.57
696,CMP0035,16,4.1
697,CMP0035,17,1.51
698,CMP0035,18,2.87
699,CMP0035,19,7.91
700,CMP0035,20,7.85
701,CMP0036,1,61.63
702,CMP0036,2,67.45
703,CMP0036,3,30.68
704,CMP0036,4,71.06
705,CMP0036,5,66.05
706,CMP0036,6,42.53
707,CMP0036,7,38.71
708,CMP0036,8,44.95
709,CMP0036,9,57.47
710,CMP0036,10,39.84
711,CMP0036,11,49.55
712,CMP0036,12,37.46
713,CMP0036,13,59.86
714,CMP0036,14,77.45
715,CMP0036,15,59.57
716,CMP0036,16,77.68
717,CMP0036,17,45.64
718,CMP0036,18,81.88
719,CMP0036,19,70.76
720,CMP0036,20,96.04
721,CMP0037,1,10.8
722,CMP0037,2,13.34
723,CMP0037,3,12.64
724,CMP0037,4,9.73
725,CMP0037,5,13.62
726,CMP0037,6,9.07
727,CMP0037,7,6.18
728,CMP0037,8,9.3
729,CMP0037,9,10.18
730,CMP0037,10,7.22
731,CMP0037,11,12.99
732,CMP0037,12,16.02
733,CMP0037,13,20.21
734,CMP0037,14,3.32
735,CMP0037,15,17.13
736,CMP0037,16,9.24
737,CMP0037,17,6.68
738,CMP0037,18,17.54
739,CMP0037,19,16.49
740,CMP0037,20,5.11
741,CMP0038,1,25.67
742,CMP0038,2,11.16
743,CMP0038,3,27.61
744,CMP0038,4,28.64
745,CMP0038,5,37.66
746,CMP0038,6,31.86
747,CMP0038,7,23.98
748,CMP0038,8,35.46
749,CMP0038,9,32.11
750,CMP0038,10,8.4
751,CMP0038,11,18.68
752,CMP0038,12,41.49
753,CMP0038,13,39.75
754,CMP0038,14,46.08
755,CMP0038,15,50.81
756,CMP0038,16,26.62
757,CMP0038,17,31.24
758,CMP0038,18,29.61
759,CMP0038,19,32.54
760,CMP0038,20,14.18
761,CMP0039,1,28.85
762,CMP0039,2,13.87
763,CMP0039,3,13.95
764,CMP0039,4,31.49
765,CMP0039,5,29.68
766,CMP0039,6,25.26
767,CMP0039,7,17.08
768,CMP0039,8,27.39
769,CMP0039,9,20.18
770,CMP0039,10,28.64
771,CMP0039,11,12.93
772,CMP0039,12,21.12
773,CMP0039,13,19.01
774,CMP0039,14,19.24
775,CMP0039,15,21.74
776,CMP0039,16,28.84
777,CMP0039,17,24.61
778,CMP0039,18,30.86
779,CMP0039,19,48.87
780,CMP0039,20,29.76
781,CMP0040,1,4.94
782,CMP0040,2,12.6
783,CMP0040,3,6.92
784,CMP0040,4,9.88
785,CMP0040,5,9.0
786,CMP0040,6,25.68
787,CMP0040,7,11.58
788,CMP0040,8,3.24
789,CMP0040,9,13.0
790,CMP0040,10,13.71
791,CMP0040,11,13.53
792,CMP0040,12,4.19
793,CMP0040,13,21.94
794,CMP0040,14,24.72
795,CMP0040,15,24.12
796,CMP0040,16,9.32
797,CMP0040,17,7.25
798,CMP0040,18,19.84
799,CMP0040,19,26.05
800,CMP0040,20,27.61
801,CMP0041,1,9.27
802,CMP0041,2,14.57
803,CMP0041,3,5.18
804,CMP0041,4,4.69
805,CMP0041,5,10.68
806,CMP0041,6,11.14
807,CMP0041,7,7.19
808,CMP0041,8,7.56
809,CMP0041,9,7.5
810,CMP0041,10,8.03
811,CMP0041,11,2.75
812,CMP0041,12,8.45
813,CMP0041,13,14.58
814,CMP0041,14,17.94
815,CMP0041,15,17.25
816,CMP0041,16,9.38
817,CMP0041,17,7.13
818,CMP0041,18,11.25
819,CMP0041,19,13.52
820,CMP0041,20,12.28
821,CMP0042,1,14.03
822,CMP0042,2,16.52
823,CMP0042,3,8.2
824,CMP0042,4,16.29
825,CMP0042,5,7.06
826,CMP0042,6,9.01
827,CMP0042,7,18.61
828,CMP0042,8,10.12
829,CMP0042,9,13.68
830,CMP0042,10,19.58
831,CMP0042,11,26.22
832,CMP0042,12,4.43
833,CMP0042,13,5.06
834,CMP0042,14,15.29
835,CMP0042,15,19.26
836,CMP0042,16,14.29
837,CMP0042,17,18.92
838,CMP0042,18,17.16
839,CMP0042,19,6.76
840,CMP0042,20,20.03
841,CMP0043,1,35.42
842,CMP0043,2,14.56
843,CMP0043,3,7.09
844,CMP0043,4,23.73
845,CMP0043,5,46.85
846,CMP0043,6,21.52
847,CMP0043,7,17.57
848,CMP0043,8,9.64
849,CMP0043,9,31.58
850,CMP0043,10,19.39
851,CMP0043,11,47.37
852,CMP0043,12,49.95
853,CMP0043,13,12.29
854,CMP0043,14,24.01
855,CMP0043,15,42.58
856,CMP0043,16,37.25
857,CMP0043,17,11.42
858,CMP0043,18,46.66
859,CMP0043,19,21.72
860,CMP0043,20,5.31
861,CMP0044,1,12.99
862,CMP0044,2,3.81
863,CMP0044,3,5.72
864,CMP0044,4,18.74
865,CMP0044,5,9.75
866,CMP0044,6,21.63
867,CMP0044,7,15.73
868,CMP0044,8,14.54
869,CMP0044,9,7.64
870,CMP0044,10,12.64
871,CMP0044,11,16.78
872,CMP0044,12,3.82
873,CMP0044,13,12.56
874,CMP0044,14,7.63
875,CMP0044,15,10.37
876,CMP0044,16,13.07
877,CMP0044,17,24.24
878,CMP0044,18,8.71
879,CMP0044,19,10.72
880,CMP0044,20,10.51
881,CMP0045,1,29.45
882,CMP0045,2,14.34
883,CMP0045,3,23.12
884,CMP0045,4,19.28
885,CMP0045,5,14.97
886,CMP0045,6,21.0
887,CMP0045,7,40.37
888,CMP0045,8,11.51
889,CMP0045,9,19.29
890,CMP0045,10,29.74
891,CMP0045,11,15.73
892,CMP0045,12,40.36
893,CMP0045,13,28.07
894,CMP0045,14,12.71
895,CMP0045,15,22.72
896,CMP0045,16,16.16
897,CMP0045,17,20.83
898,CMP0045,18,31.04
899,CMP0045,19,31.05
900,CMP0045,20,22.46
901,CMP0046,1,8.63
902,CMP0046,2,26.34
903,CMP0046,3,24.62
904,CMP0046,4,26.25
905,CMP0046,5,9.38
906,CMP0046,6,26.43
907,CMP0046,7,10.04
908,CMP0046,8,18.62
909,CMP0046,9,29.16
910,CMP0046,10,26.01
911,CMP0046,11,24.33
912,CMP0046,12,10.17
913,CMP0046,13,4.52
914,CMP0046,14,28.39
915,CMP0046,15,10.0
916,CMP0046,16,10.82
917,CMP0046,17,5.78
918,CMP0046,18,24.46
919,CMP0046,19,23.02
920,CMP0046,20,21.86
921,CMP0047,1,8.24
922,CMP0047,2,16.32
923,CMP0047,3,10.84
924,CMP0047,4,9.64
925,CMP0047,5,7.65
926,CMP0047,6,20.2
927,CMP0047,7,10.14
928,CMP0047,8,13.42
929,CMP0047,9,11.27
930,CMP0047,10,9.56
931,CMP0047,11,11.07
932,CMP0047,12,6.09
933,CMP0047,13,20.38
934,CMP0047,14,24.07
935,CMP0047,15,6.79
936,CMP0047,16,17.64
937,CMP0047,17,4.97
938,CMP0047,18,4.87
939,CMP0047,19,31.65
940,CMP0047,20,20.87
941,CMP0048,1,14.36
942,CMP0048,2,16.19
943,CMP0048,3,13.33
944,CMP0048,4,13.48
945,CMP0048,5,17.74
946,CMP0048,6,11.67
947,CMP0048,7,15.86
948,CMP0048,8,18.8
949,CMP0048,9,11.99
950,CMP0048,10,5.69
951,CMP0048,11,11.2
952,CMP0048,12,20.5
953,CMP0048,13,13.84
954,CMP0048,14,20.66
955,CMP0048,15,18.65
956,CMP0048,16,8.99
957,CMP0048,17,12.55
958,CMP0048,18,25.35
959,CMP0048,19,17.77
960,CMP0048,20,7.35
961,CMP0049,1,13.55
962,CMP0049,2,9.83
963,CMP0049,3,15.49
964,CMP0049,4,10.8
965,CMP0049,5,27.57
966,CMP0049,6,15.2
967,CMP0049,7,24.95
968,CMP0049,8,19.58
969,CMP0049,9,5.42
970,CMP0049,10,18.73
971,CMP0049,11,13.83
972,CMP0049,12,6.56
973,CMP0049,13,25.12
974,CMP0049,14,19.75
975,CMP0049,15,30.24
976,CMP0049,16,23.82
977,CMP0049,17,8.48
978,CMP0049,18,4.85
979,CMP0049,19,27.36
980,CMP0049,20,29.8
981,CMP0050,1,13.54
982,CMP0050,2,12.03
983,CMP0050,3,5.57
984,CMP0050,4,8.53
985,CMP0050,5,16.96
986,CMP0050,6,12.6
987,CMP0050,7,9.36
988,CMP0050,8,17.25
989,CMP0050,9,3.6
990,CMP0050,10,21.19
991,CMP0050,11,9.56
992,CMP0050,12,16.73
993,CMP0050,13,14.39
994,CMP0050,14,6.16
995,CMP0050,15,16.74
996,CMP0050,16,10.26
