date,product_code,customer_code,sold_quantity,fiscal_year
01-09-2017,A0118150101,90022078,20,2018
01-09-2017,A0118150101,90022079,29,2018
01-09-2017,A0118150101,90022081,37,2018
01-09-2017,A0118150101,90022082,6,2018
01-09-2017,A0118150101,90022083,10,2018
01-09-2017,A0118150101,90023022,5,2018
01-09-2017,A0118150101,90023023,1,2018
01-09-2017,A0118150101,90023025,1,2018
01-09-2017,A0118150101,90023026,2,2018
01-09-2017,A0118150101,90023027,1,2018
01-09-2017,A0118150101,90023029,2,2018
01-09-2017,A0118150101,90023030,4,2018
01-09-2017,A0118150101,90027207,4,2018
01-09-2017,A0118150102,70002017,172,2018
01-09-2017,A0118150102,70002018,168,2018
01-09-2017,A0118150102,70003181,148,2018
01-09-2017,A0118150102,70003182,178,2018
01-09-2017,A0118150102,70006157,150,2018
01-09-2017,A0118150102,70006158,162,2018
01-09-2017,A0118150102,70007198,143,2018
01-09-2017,A0118150102,70007199,166,2018
01-09-2017,A0118150102,70008169,182,2018
01-09-2017,A0118150102,70008170,153,2018
01-09-2017,A0118150102,70011193,173,2018
01-09-2017,A0118150102,70011194,154,2018
01-09-2017,A0118150102,70012042,189,2018
01-09-2017,A0118150102,70012043,190,2018
01-09-2017,A0118150102,70013125,159,2018
01-09-2017,A0118150102,70013126,169,2018
01-09-2017,A0118150102,70016177,184,2018
01-09-2017,A0118150102,70022085,166,2018
01-09-2017,A0118150102,70023031,169,2018
01-09-2017,A0118150102,80001019,149,2018
01-09-2017,A0118150102,80006154,140,2018
01-09-2017,A0118150102,80006155,154,2018
01-09-2017,A0118150102,80007195,182,2018
01-09-2017,A0118150102,90001021,165,2018
01-09-2017,A0118150102,90002001,159,2018
01-09-2017,A0118150102,90002002,139,2018
01-09-2017,A0118150102,90002003,139,2018
01-09-2017,A0118150102,90002005,152,2018
01-09-2017,A0118150102,90002006,188,2018
01-09-2017,A0118150102,90002007,141,2018
01-09-2017,A0118150102,90002009,179,2018
01-09-2017,A0118150102,90002010,143,2018
01-09-2017,A0118150102,90002011,147,2018
01-09-2017,A0118150102,90002013,162,2018
01-09-2017,A0118150102,90002014,154,2018
01-09-2017,A0118150102,90002015,148,2018
01-09-2017,A0118150102,90003179,184,2018
01-09-2017,A0118150102,90006153,174,2018
01-09-2017,A0118150102,90007197,154,2018
01-09-2017,A0118150102,90008165,139,2018
01-09-2017,A0118150102,90008166,175,2018
01-09-2017,A0118150102,90008167,161,2018
01-09-2017,A0118150102,90011185,174,2018
01-09-2017,A0118150102,90011186,188,2018
01-09-2017,A0118150102,90011187,181,2018
01-09-2017,A0118150102,90011189,137,2018
01-09-2017,A0118150102,90011190,168,2018
01-09-2017,A0118150102,90011191,155,2018
01-09-2017,A0118150102,90012033,154,2018
01-09-2017,A0118150102,90012034,140,2018
01-09-2017,A0118150102,90012035,178,2018
01-09-2017,A0118150102,90012037,167,2018
01-09-2017,A0118150102,90012038,159,2018
01-09-2017,A0118150102,90012039,155,2018
01-09-2017,A0118150102,90012041,174,2018
01-09-2017,A0118150102,90013117,178,2018
01-09-2017,A0118150102,90013118,180,2018
01-09-2017,A0118150102,90013119,172,2018
01-09-2017,A0118150102,90013121,139,2018
01-09-2017,A0118150102,90013122,165,2018
01-09-2017,A0118150102,90013123,140,2018
01-09-2017,A0118150102,90016174,142,2018
01-09-2017,A0118150102,90016175,140,2018
01-09-2017,A0118150102,90022071,139,2018
01-09-2017,A0118150102,90022073,170,2018
01-09-2017,A0118150102,90022074,148,2018
01-09-2017,A0118150102,90022075,146,2018
01-09-2017,A0118150102,90022077,170,2018
01-09-2017,A0118150102,90022078,181,2018
01-09-2017,A0118150102,90022079,169,2018
01-09-2017,A0118150102,90022081,180,2018
01-09-2017,A0118150102,90022082,175,2018
01-09-2017,A0118150102,90022083,136,2018
01-09-2017,A0118150102,90023022,145,2018
01-09-2017,A0118150102,90023023,168,2018
01-09-2017,A0118150102,90023025,168,2018
01-09-2017,A0118150102,90023026,180,2018
01-09-2017,A0118150102,90023027,164,2018
01-09-2017,A0118150102,90023029,153,2018
01-09-2017,A0118150102,90023030,138,2018
01-09-2017,A0118150102,90027207,180,2018
01-09-2017,A0118150103,70002017,47,2018
01-09-2017,A0118150103,70002018,88,2018
01-09-2017,A0118150103,70003181,74,2018
01-09-2017,A0118150103,70003182,67,2018
01-09-2017,A0118150103,70006157,58,2018
01-09-2017,A0118150103,70006158,50,2018
01-09-2017,A0118150103,70007198,59,2018
01-09-2017,A0118150103,70007199,61,2018
01-09-2017,A0118150103,70008169,65,2018
01-09-2017,A0118150103,70008170,42,2018
01-09-2017,A0118150103,70011193,77,2018
01-09-2017,A0118150103,70011194,47,2018
01-09-2017,A0118150103,70012042,47,2018
01-09-2017,A0118150103,70012043,60,2018
01-09-2017,A0118150103,70013125,79,2018
01-09-2017,A0118150103,70013126,69,2018
01-09-2017,A0118150103,70016177,53,2018
01-09-2017,A0118150103,70016178,69,2018
01-09-2017,A0118150103,70022085,52,2018
01-09-2017,A0118150103,70023031,66,2018
01-09-2017,A0118150103,80001019,60,2018
01-09-2017,A0118150103,80006154,74,2018
01-09-2017,A0118150103,80006155,46,2018
01-09-2017,A0118150103,80007195,57,2018
01-09-2017,A0118150103,90001021,84,2018
01-09-2017,A0118150103,90002001,89,2018
01-09-2017,A0118150103,90002002,72,2018
01-09-2017,A0118150103,90002003,83,2018
01-09-2017,A0118150103,90002005,51,2018
01-09-2017,A0118150103,90002006,60,2018
01-09-2017,A0118150103,90002007,47,2018
01-09-2017,A0118150103,90002009,46,2018
01-09-2017,A0118150103,90002010,55,2018
01-09-2017,A0118150103,90002011,49,2018
01-09-2017,A0118150103,90002013,61,2018
01-09-2017,A0118150103,90002014,76,2018
01-09-2017,A0118150103,90002015,81,2018
01-09-2017,A0118150103,90003179,54,2018
01-09-2017,A0118150103,90006153,67,2018
01-09-2017,A0118150103,90007197,53,2018
01-09-2017,A0118150103,90008165,53,2018
01-09-2017,A0118150103,90008166,80,2018
01-09-2017,A0118150103,90008167,78,2018
01-09-2017,A0118150103,90011185,65,2018
01-09-2017,A0118150103,90011186,40,2018
01-09-2017,A0118150103,90011187,46,2018
01-09-2017,A0118150103,90011189,82,2018
01-09-2017,A0118150103,90011190,45,2018
01-09-2017,A0118150103,90011191,83,2018
01-09-2017,A0118150103,90012033,79,2018
01-09-2017,A0118150103,90012034,68,2018
01-09-2017,A0118150103,90012035,74,2018
01-09-2017,A0118150103,90012037,69,2018
01-09-2017,A0118150103,90012038,40,2018
01-09-2017,A0118150103,90012039,59,2018
01-09-2017,A0118150103,90012041,45,2018
01-09-2017,A0118150103,90013118,46,2018
01-09-2017,A0118150103,90013119,40,2018
01-09-2017,A0118150103,90013121,88,2018
01-09-2017,A0118150103,90013122,81,2018
01-09-2017,A0118150103,90013123,80,2018
01-09-2017,A0118150103,90016171,42,2018
01-09-2017,A0118150103,90016174,59,2018
01-09-2017,A0118150103,90016175,47,2018
01-09-2017,A0118150103,90022071,85,2018
01-09-2017,A0118150103,90022073,56,2018
01-09-2017,A0118150103,90022074,51,2018
01-09-2017,A0118150103,90022075,80,2018
01-09-2017,A0118150103,90022077,52,2018
01-09-2017,A0118150103,90022078,46,2018
01-09-2017,A0118150103,90022079,58,2018
01-09-2017,A0118150103,90022081,74,2018
01-09-2017,A0118150103,90022082,79,2018
01-09-2017,A0118150103,90022083,72,2018
01-09-2017,A0118150103,90023022,60,2018
01-09-2017,A0118150103,90023023,49,2018
01-09-2017,A0118150103,90023025,64,2018
01-09-2017,A0118150103,90023026,86,2018
01-09-2017,A0118150103,90023027,89,2018
01-09-2017,A0118150103,90023029,56,2018
01-09-2017,A0118150103,90023030,64,2018
01-09-2017,A0118150103,90027207,66,2018
01-09-2017,A0118150104,70002017,28,2018
01-09-2017,A0118150104,70002018,43,2018
01-09-2017,A0118150104,70003181,51,2018
01-09-2017,A0118150104,70003182,59,2018
01-09-2017,A0118150104,70006157,32,2018
01-09-2017,A0118150104,70006158,70,2018
01-09-2017,A0118150104,70007198,33,2018
01-09-2017,A0118150104,70007199,61,2018
01-09-2017,A0118150104,70008169,47,2018
01-09-2017,A0118150104,70008170,68,2018
01-09-2017,A0118150104,70011193,62,2018
01-09-2017,A0118150104,70011194,45,2018
01-09-2017,A0118150104,70012042,45,2018
01-09-2017,A0118150104,70012043,30,2018
01-09-2017,A0118150104,70013125,65,2018
01-09-2017,A0118150104,70013126,35,2018
01-09-2017,A0118150104,70016177,52,2018
01-09-2017,A0118150104,70016178,74,2018
01-09-2017,A0118150104,70022085,27,2018
01-09-2017,A0118150104,70023031,58,2018
01-09-2017,A0118150104,80001019,41,2018
01-09-2017,A0118150104,80006154,61,2018
01-09-2017,A0118150104,80006155,29,2018
01-09-2017,A0118150104,80007195,66,2018
01-09-2017,A0118150104,90001021,27,2018
01-09-2017,A0118150104,90002001,46,2018
01-09-2017,A0118150104,90002002,39,2018
01-09-2017,A0118150104,90002003,52,2018
01-09-2017,A0118150104,90002005,30,2018
01-09-2017,A0118150104,90002006,64,2018
01-09-2017,A0118150104,90002007,34,2018
01-09-2017,A0118150104,90002009,29,2018
01-09-2017,A0118150104,90002010,73,2018
01-09-2017,A0118150104,90002011,68,2018
01-09-2017,A0118150104,90002013,51,2018
01-09-2017,A0118150104,90002014,55,2018
01-09-2017,A0118150104,90002015,51,2018
01-09-2017,A0118150104,90003179,39,2018
01-09-2017,A0118150104,90006153,26,2018
01-09-2017,A0118150104,90007197,49,2018
01-09-2017,A0118150104,90008165,64,2018
01-09-2017,A0118150104,90008166,32,2018
01-09-2017,A0118150104,90008167,58,2018
01-09-2017,A0118150104,90011185,42,2018
01-09-2017,A0118150104,90011186,38,2018
01-09-2017,A0118150104,90011187,54,2018
01-09-2017,A0118150104,90011189,63,2018
01-09-2017,A0118150104,90011190,56,2018
01-09-2017,A0118150104,90011191,28,2018
01-09-2017,A0118150104,90012033,69,2018
01-09-2017,A0118150104,90012034,53,2018
01-09-2017,A0118150104,90012035,61,2018
01-09-2017,A0118150104,90012037,46,2018
01-09-2017,A0118150104,90012038,76,2018
01-09-2017,A0118150104,90012039,59,2018
01-09-2017,A0118150104,90012041,50,2018
01-09-2017,A0118150104,90013117,38,2018
01-09-2017,A0118150104,90013118,76,2018
01-09-2017,A0118150104,90013119,72,2018
01-09-2017,A0118150104,90013121,47,2018
01-09-2017,A0118150104,90013122,29,2018
01-09-2017,A0118150104,90013123,37,2018
01-09-2017,A0118150104,90016173,66,2018
01-09-2017,A0118150104,90016174,51,2018
01-09-2017,A0118150104,90016175,50,2018
01-09-2017,A0118150104,90022071,28,2018
01-09-2017,A0118150104,90022073,31,2018
01-09-2017,A0118150104,90022074,50,2018
01-09-2017,A0118150104,90022075,65,2018
01-09-2017,A0118150104,90022077,42,2018
01-09-2017,A0118150104,90022078,68,2018
01-09-2017,A0118150104,90022079,40,2018
01-09-2017,A0118150104,90022081,54,2018
01-09-2017,A0118150104,90022082,32,2018
01-09-2017,A0118150104,90022083,59,2018
01-09-2017,A0118150104,90023022,32,2018
01-09-2017,A0118150104,90023023,64,2018
01-09-2017,A0118150104,90023025,40,2018
01-09-2017,A0118150104,90023026,27,2018
01-09-2017,A0118150104,90023027,46,2018
01-09-2017,A0118150104,90023029,68,2018
01-09-2017,A0118150104,90023030,68,2018
01-09-2017,A0118150104,90027207,47,2018
01-09-2017,A0418150101,70002017,67,2018
01-09-2017,A0418150101,70002018,20,2018
01-09-2017,A0418150101,70003181,14,2018
01-09-2017,A0418150101,70003182,20,2018
01-09-2017,A0418150101,70006157,6,2018
01-09-2017,A0418150101,70006158,6,2018
01-09-2017,A0418150101,70007198,17,2018
01-09-2017,A0418150101,70007199,43,2018
01-09-2017,A0418150101,70008169,16,2018
01-09-2017,A0418150101,70008170,15,2018
01-09-2017,A0418150101,70011193,13,2018
01-09-2017,A0418150101,70011194,9,2018
01-09-2017,A0418150101,70012042,0,2018
01-09-2017,A0418150101,70012043,0,2018
01-09-2017,A0418150101,70013125,2,2018
01-09-2017,A0418150101,70013126,2,2018
01-09-2017,A0418150101,70016178,2,2018
01-09-2017,A0418150101,70022085,5,2018
01-09-2017,A0418150101,70023031,5,2018
01-09-2017,A0418150101,80001019,7,2018
01-09-2017,A0418150101,80006154,7,2018
01-09-2017,A0418150101,80006155,16,2018
01-09-2017,A0418150101,80007195,94,2018
01-09-2017,A0418150101,90001021,2,2018
01-09-2017,A0418150101,90002001,51,2018
01-09-2017,A0418150101,90002002,72,2018
01-09-2017,A0418150101,90002003,60,2018
01-09-2017,A0418150101,90002005,66,2018
01-09-2017,A0418150101,90002006,85,2018
01-09-2017,A0418150101,90002007,67,2018
01-09-2017,A0418150101,90002009,22,2018
01-09-2017,A0418150101,90002010,20,2018
01-09-2017,A0418150101,90002011,48,2018
01-09-2017,A0418150101,90002013,83,2018
01-09-2017,A0418150101,90002014,29,2018
01-09-2017,A0418150101,90002015,18,2018
01-09-2017,A0418150101,90003179,9,2018
01-09-2017,A0418150101,90006153,11,2018
01-09-2017,A0418150101,90007197,32,2018
01-09-2017,A0418150101,90008165,19,2018
01-09-2017,A0418150101,90008166,4,2018
01-09-2017,A0418150101,90008167,7,2018
01-09-2017,A0418150101,90011185,8,2018
01-09-2017,A0418150101,90011186,5,2018
01-09-2017,A0418150101,90011187,4,2018
01-09-2017,A0418150101,90011189,11,2018
01-09-2017,A0418150101,90011190,7,2018
01-09-2017,A0418150101,90011191,9,2018
01-09-2017,A0418150101,90012033,0,2018
01-09-2017,A0418150101,90012034,0,2018
01-09-2017,A0418150101,90012035,0,2018
01-09-2017,A0418150101,90012037,0,2018
01-09-2017,A0418150101,90012038,0,2018
01-09-2017,A0418150101,90012039,0,2018
01-09-2017,A0418150101,90012041,0,2018
01-09-2017,A0418150101,90013117,3,2018
01-09-2017,A0418150101,90013118,1,2018
01-09-2017,A0418150101,90013119,3,2018
01-09-2017,A0418150101,90013121,3,2018
01-09-2017,A0418150101,90013122,1,2018
01-09-2017,A0418150101,90013123,2,2018
01-09-2017,A0418150101,90016171,1,2018
01-09-2017,A0418150101,90016173,1,2018
01-09-2017,A0418150101,90016174,1,2018
01-09-2017,A0418150101,90016175,1,2018
01-09-2017,A0418150101,90022071,8,2018
01-09-2017,A0418150101,90022073,35,2018
01-09-2017,A0418150101,90022074,27,2018
01-09-2017,A0418150101,90022075,44,2018
01-09-2017,A0418150101,90022077,16,2018
01-09-2017,A0418150101,90022078,11,2018
01-09-2017,A0418150101,90022079,16,2018
01-09-2017,A0418150101,90022081,43,2018
01-09-2017,A0418150101,90022082,27,2018
01-09-2017,A0418150101,90022083,41,2018
01-09-2017,A0418150101,90023022,3,2018
01-09-2017,A0418150101,90023023,9,2018
01-09-2017,A0418150101,90023025,2,2018
01-09-2017,A0418150101,90023026,4,2018
01-09-2017,A0418150101,90023027,3,2018
01-09-2017,A0418150101,90023029,2,2018
01-09-2017,A0418150101,90023030,5,2018
01-09-2017,A0418150101,90027207,12,2018
01-09-2017,A0418150102,70002017,17,2018
01-09-2017,A0418150102,70002018,75,2018
01-09-2017,A0418150102,70003181,26,2018
01-09-2017,A0418150102,70003182,4,2018
01-09-2017,A0418150102,70006157,10,2018
01-09-2017,A0418150102,70006158,6,2018
01-09-2017,A0418150102,70007198,14,2018
01-09-2017,A0418150102,70007199,30,2018
01-09-2017,A0418150102,70008169,23,2018
01-09-2017,A0418150102,70008170,23,2018
01-09-2017,A0418150102,70011193,10,2018
01-09-2017,A0418150102,70011194,2,2018
01-09-2017,A0418150102,70012042,0,2018
01-09-2017,A0418150102,70012043,0,2018
01-09-2017,A0418150102,70013125,4,2018
01-09-2017,A0418150102,70013126,3,2018
01-09-2017,A0418150102,70016177,2,2018
01-09-2017,A0418150102,70016178,1,2018
01-09-2017,A0418150102,70022085,6,2018
01-09-2017,A0418150102,70023031,3,2018
01-09-2017,A0418150102,80001019,6,2018
01-09-2017,A0418150102,80006154,42,2018
01-09-2017,A0418150102,80006155,47,2018
01-09-2017,A0418150102,80007195,178,2018
01-09-2017,A0418150102,90001021,4,2018
01-09-2017,A0418150102,90002001,16,2018
01-09-2017,A0418150102,90002002,18,2018
01-09-2017,A0418150102,90002003,85,2018
01-09-2017,A0418150102,90002005,72,2018
01-09-2017,A0418150102,90002006,34,2018
01-09-2017,A0418150102,90002007,18,2018
01-09-2017,A0418150102,90002009,75,2018
01-09-2017,A0418150102,90002010,89,2018
01-09-2017,A0418150102,90002011,79,2018
01-09-2017,A0418150102,90002013,32,2018
01-09-2017,A0418150102,90002014,81,2018
01-09-2017,A0418150102,90002015,55,2018
01-09-2017,A0418150102,90003179,17,2018
01-09-2017,A0418150102,90006153,3,2018
01-09-2017,A0418150102,90007197,11,2018
01-09-2017,A0418150102,90008165,13,2018
01-09-2017,A0418150102,90008166,21,2018
01-09-2017,A0418150102,90008167,9,2018
01-09-2017,A0418150102,90011185,7,2018
01-09-2017,A0418150102,90011186,10,2018
01-09-2017,A0418150102,90011187,16,2018
01-09-2017,A0418150102,90011189,6,2018
01-09-2017,A0418150102,90011190,9,2018
01-09-2017,A0418150102,90011191,7,2018
01-09-2017,A0418150102,90012033,0,2018
01-09-2017,A0418150102,90012034,0,2018
01-09-2017,A0418150102,90012035,0,2018
01-09-2017,A0418150102,90012037,0,2018
01-09-2017,A0418150102,90012038,0,2018
01-09-2017,A0418150102,90012039,0,2018
01-09-2017,A0418150102,90012041,0,2018
01-09-2017,A0418150102,90013117,4,2018
01-09-2017,A0418150102,90013118,1,2018
01-09-2017,A0418150102,90013119,3,2018
01-09-2017,A0418150102,90013121,3,2018
01-09-2017,A0418150102,90013122,3,2018
01-09-2017,A0418150102,90013123,2,2018
01-09-2017,A0418150102,90016171,2,2018
01-09-2017,A0418150102,90016173,1,2018
01-09-2017,A0418150102,90022071,22,2018
01-09-2017,A0418150102,90022073,17,2018
01-09-2017,A0418150102,90022074,56,2018
01-09-2017,A0418150102,90022075,9,2018
01-09-2017,A0418150102,90022077,34,2018
01-09-2017,A0418150102,90022078,45,2018
01-09-2017,A0418150102,90022079,25,2018
01-09-2017,A0418150102,90022081,64,2018
01-09-2017,A0418150102,90022082,11,2018
01-09-2017,A0418150102,90022083,13,2018
01-09-2017,A0418150102,90023022,2,2018
01-09-2017,A0418150102,90023023,9,2018
01-09-2017,A0418150102,90023025,2,2018
01-09-2017,A0418150102,90023026,5,2018
01-09-2017,A0418150102,90023027,6,2018
01-09-2017,A0418150102,90023029,2,2018
01-09-2017,A0418150102,90023030,2,2018
01-09-2017,A0418150102,90027207,7,2018
01-09-2017,A0418150103,70002017,25,2018
01-09-2017,A0418150103,70002018,88,2018
01-09-2017,A0418150103,70003181,24,2018
01-09-2017,A0418150103,70003182,7,2018
01-09-2017,A0418150103,70006157,3,2018
01-09-2017,A0418150103,70006158,10,2018
01-09-2017,A0418150103,70007198,7,2018
01-09-2017,A0418150103,70007199,11,2018
01-09-2017,A0418150103,70008169,8,2018
01-09-2017,A0418150103,70008170,21,2018
01-09-2017,A0418150103,70011193,9,2018
01-09-2017,A0418150103,70011194,13,2018
01-09-2017,A0418150103,70012042,0,2018
01-09-2017,A0418150103,70012043,0,2018
01-09-2017,A0418150103,70013125,1,2018
01-09-2017,A0418150103,70013126,1,2018
01-09-2017,A0418150103,70016177,2,2018
01-09-2017,A0418150103,70022085,13,2018
01-09-2017,A0418150103,70023031,4,2018
01-09-2017,A0418150103,80001019,17,2018
01-09-2017,A0418150103,80006154,13,2018
01-09-2017,A0418150103,80006155,34,2018
01-09-2017,A0418150103,80007195,89,2018
01-09-2017,A0418150103,90001021,4,2018
01-09-2017,A0418150103,90002001,12,2018
01-09-2017,A0418150103,90002002,9,2018
01-09-2017,A0418150103,90002003,70,2018
01-09-2017,A0418150103,90002005,19,2018
01-09-2017,A0418150103,90002006,44,2018
01-09-2017,A0418150103,90002007,61,2018
01-09-2017,A0418150103,90002009,36,2018
01-09-2017,A0418150103,90002010,49,2018
01-09-2017,A0418150103,90002011,93,2018
01-09-2017,A0418150103,90002013,87,2018
01-09-2017,A0418150103,90002014,34,2018
01-09-2017,A0418150103,90002015,72,2018
01-09-2017,A0418150103,90003179,12,2018
01-09-2017,A0418150103,90006153,10,2018
01-09-2017,A0418150103,90007197,44,2018
01-09-2017,A0418150103,90008165,21,2018
01-09-2017,A0418150103,90008166,9,2018
01-09-2017,A0418150103,90008167,16,2018
01-09-2017,A0418150103,90011185,6,2018
01-09-2017,A0418150103,90011186,16,2018
01-09-2017,A0418150103,90011187,11,2018
01-09-2017,A0418150103,90011189,13,2018
01-09-2017,A0418150103,90011190,8,2018
01-09-2017,A0418150103,90011191,5,2018
01-09-2017,A0418150103,90012033,0,2018
01-09-2017,A0418150103,90012034,0,2018
01-09-2017,A0418150103,90012035,0,2018
01-09-2017,A0418150103,90012037,0,2018
01-09-2017,A0418150103,90012038,0,2018
01-09-2017,A0418150103,90012039,0,2018
01-09-2017,A0418150103,90012041,0,2018
01-09-2017,A0418150103,90013117,3,2018
01-09-2017,A0418150103,90013118,2,2018
01-09-2017,A0418150103,90013119,3,2018
01-09-2017,A0418150103,90013121,3,2018
01-09-2017,A0418150103,90013122,4,2018
01-09-2017,A0418150103,90013123,3,2018
01-09-2017,A0418150103,90016171,1,2018
01-09-2017,A0418150103,90016173,1,2018
01-09-2017,A0418150103,90016174,1,2018
01-09-2017,A0418150103,90016175,2,2018
01-09-2017,A0418150103,90022071,29,2018
01-09-2017,A0418150103,90022073,31,2018
01-09-2017,A0418150103,90022074,11,2018
01-09-2017,A0418150103,90022075,5,2018
01-09-2017,A0418150103,90022077,27,2018
01-09-2017,A0418150103,90022078,31,2018
01-09-2017,A0418150103,90022079,10,2018
01-09-2017,A0418150103,90022081,54,2018
01-09-2017,A0418150103,90022082,36,2018
01-09-2017,A0418150103,90022083,13,2018
01-09-2017,A0418150103,90023022,6,2018
01-09-2017,A0418150103,90023023,1,2018
01-09-2017,A0418150103,90023025,1,2018
01-09-2017,A0418150103,90023026,6,2018
01-09-2017,A0418150103,90023027,4,2018
01-09-2017,A0418150103,90023029,3,2018
01-09-2017,A0418150103,90023030,1,2018
01-09-2017,A0418150103,90027207,12,2018
01-09-2017,A0418150104,70002017,17,2018
01-09-2017,A0418150104,70002018,84,2018
01-09-2017,A0418150104,70003181,18,2018
01-09-2017,A0418150104,70003182,4,2018
01-09-2017,A0418150104,70006157,4,2018
01-09-2017,A0418150104,70006158,9,2018
01-09-2017,A0418150104,70007198,53,2018
01-09-2017,A0418150104,70007199,23,2018
01-09-2017,A0418150104,70008169,4,2018
01-09-2017,A0418150104,70008170,15,2018
01-09-2017,A0418150104,70011193,16,2018
01-09-2017,A0418150104,70011194,8,2018
01-09-2017,A0418150104,70012042,0,2018
01-09-2017,A0418150104,70012043,0,2018
01-09-2017,A0418150104,70013125,1,2018
01-09-2017,A0418150104,70013126,1,2018
01-09-2017,A0418150104,70016177,1,2018
01-09-2017,A0418150104,70016178,1,2018
01-09-2017,A0418150104,70022085,5,2018
01-09-2017,A0418150104,70023031,3,2018
01-09-2017,A0418150104,80001019,12,2018
01-09-2017,A0418150104,80006154,24,2018
01-09-2017,A0418150104,80006155,9,2018
01-09-2017,A0418150104,80007195,61,2018
01-09-2017,A0418150104,90001021,3,2018
01-09-2017,A0418150104,90002001,37,2018
01-09-2017,A0418150104,90002002,48,2018
01-09-2017,A0418150104,90002003,75,2018
01-09-2017,A0418150104,90002005,62,2018
01-09-2017,A0418150104,90002006,79,2018
01-09-2017,A0418150104,90002007,65,2018
01-09-2017,A0418150104,90002009,90,2018
01-09-2017,A0418150104,90002010,28,2018
01-09-2017,A0418150104,90002011,41,2018
01-09-2017,A0418150104,90002013,38,2018
01-09-2017,A0418150104,90002014,90,2018
01-09-2017,A0418150104,90002015,45,2018
01-09-2017,A0418150104,90003179,4,2018
01-09-2017,A0418150104,90006153,12,2018
01-09-2017,A0418150104,90007197,27,2018
01-09-2017,A0418150104,90008165,13,2018
01-09-2017,A0418150104,90008166,21,2018
01-09-2017,A0418150104,90008167,21,2018
01-09-2017,A0418150104,90011185,5,2018
01-09-2017,A0418150104,90011186,14,2018
01-09-2017,A0418150104,90011187,15,2018
01-09-2017,A0418150104,90011189,17,2018
01-09-2017,A0418150104,90011190,13,2018
01-09-2017,A0418150104,90011191,5,2018
01-09-2017,A0418150104,90012033,0,2018
01-09-2017,A0418150104,90012034,0,2018
01-09-2017,A0418150104,90012035,0,2018
01-09-2017,A0418150104,90012037,0,2018
01-09-2017,A0418150104,90012038,0,2018
01-09-2017,A0418150104,90012039,0,2018
01-09-2017,A0418150104,90012041,0,2018
01-09-2017,A0418150104,90013117,3,2018
01-09-2017,A0418150104,90013118,2,2018
01-09-2017,A0418150104,90013119,2,2018
